model,seed,direction,query_id,positive_id,positive_rank,all_positive_ids,all_positive_ranks,top10_retrieved_ids,partition
c4_seed_44,44,i2t,293,293::caption_1,2,"[""293::caption_0"", ""293::caption_1"", ""293::caption_2"", ""293::caption_3"", ""293::caption_4""]","[5, 2, 3, 4, 17]","[""13447::caption_0"", ""293::caption_1"", ""293::caption_2"", ""293::caption_3"", ""293::caption_0"", ""9734::caption_1"", ""16590::caption_3"", ""13447::caption_4"", ""25007::caption_0"", ""26019::caption_3""]",rank_2_10
c4_seed_44,44,i2t,301,301::caption_2,1,"[""301::caption_0"", ""301::caption_1"", ""301::caption_2"", ""301::caption_3"", ""301::caption_4""]","[3, 6, 1, 221, 7]","[""301::caption_2"", ""19273::caption_2"", ""301::caption_0"", ""12684::caption_3"", ""19731::caption_2"", ""301::caption_1"", ""301::caption_4"", ""19273::caption_4"", ""16590::caption_4"", ""25142::caption_4""]",rank_1
c4_seed_44,44,i2t,322,322::caption_4,10,"[""322::caption_0"", ""322::caption_1"", ""322::caption_2"", ""322::caption_3"", ""322::caption_4""]","[50, 44, 13, 24, 10]","[""28084::caption_1"", ""14392::caption_2"", ""28084::caption_4"", ""14392::caption_4"", ""26632::caption_4"", ""28084::caption_2"", ""18692::caption_0"", ""4561::caption_1"", ""14392::caption_3"", ""322::caption_4""]",rank_2_10
c4_seed_44,44,i2t,370,370::caption_1,1,"[""370::caption_0"", ""370::caption_1"", ""370::caption_2"", ""370::caption_3"", ""370::caption_4""]","[3, 1, 7, 2, 34]","[""370::caption_1"", ""370::caption_3"", ""370::caption_0"", ""22859::caption_3"", ""17892::caption_3"", ""15129::caption_4"", ""370::caption_2"", ""15795::caption_1"", ""22859::caption_4"", ""13671::caption_3""]",rank_1
c4_seed_44,44,i2t,377,377::caption_4,2,"[""377::caption_0"", ""377::caption_1"", ""377::caption_2"", ""377::caption_3"", ""377::caption_4""]","[4, 112, 108, 212, 2]","[""22916::caption_3"", ""377::caption_4"", ""27399::caption_1"", ""377::caption_0"", ""18740::caption_3"", ""24666::caption_3"", ""24217::caption_2"", ""24045::caption_0"", ""12507::caption_0"", ""20166::caption_2""]",rank_2_10
c4_seed_44,44,i2t,382,382::caption_0,5,"[""382::caption_0"", ""382::caption_1"", ""382::caption_2"", ""382::caption_3"", ""382::caption_4""]","[5, 12, 48, 38, 319]","[""6278::caption_1"", ""22638::caption_3"", ""20098::caption_3"", ""3493::caption_0"", ""382::caption_0"", ""21295::caption_1"", ""6278::caption_4"", ""14898::caption_2"", ""22638::caption_2"", ""17835::caption_4""]",rank_2_10
c4_seed_44,44,i2t,387,387::caption_0,3,"[""387::caption_0"", ""387::caption_1"", ""387::caption_2"", ""387::caption_3"", ""387::caption_4""]","[3, 7, 201, 52, 8]","[""28007::caption_1"", ""28007::caption_0"", ""387::caption_0"", ""2326::caption_2"", ""6990::caption_3"", ""6990::caption_2"", ""387::caption_1"", ""387::caption_4"", ""25993::caption_4"", ""28007::caption_3""]",rank_2_10
c4_seed_44,44,i2t,390,390::caption_1,1,"[""390::caption_0"", ""390::caption_1"", ""390::caption_2"", ""390::caption_3"", ""390::caption_4""]","[28, 1, 14, 2, 12]","[""390::caption_1"", ""390::caption_3"", ""23038::caption_3"", ""11056::caption_3"", ""20284::caption_0"", ""16923::caption_4"", ""8339::caption_3"", ""5304::caption_3"", ""23918::caption_3"", ""22638::caption_3""]",rank_1
c4_seed_44,44,i2t,419,419::caption_0,2,"[""419::caption_0"", ""419::caption_1"", ""419::caption_2"", ""419::caption_3"", ""419::caption_4""]","[2, 8, 58, 12, 3]","[""12984::caption_2"", ""419::caption_0"", ""419::caption_4"", ""5304::caption_4"", ""11036::caption_4"", ""18031::caption_3"", ""12984::caption_4"", ""419::caption_1"", ""12984::caption_3"", ""14836::caption_4""]",rank_2_10
c4_seed_44,44,i2t,422,422::caption_3,1,"[""422::caption_0"", ""422::caption_1"", ""422::caption_2"", ""422::caption_3"", ""422::caption_4""]","[3, 5, 16, 1, 8]","[""422::caption_3"", ""22736::caption_0"", ""422::caption_0"", ""21221::caption_0"", ""422::caption_1"", ""24649::caption_1"", ""21221::caption_2"", ""422::caption_4"", ""22736::caption_2"", ""21221::caption_1""]",rank_1
c4_seed_44,44,i2t,462,462::caption_1,4,"[""462::caption_0"", ""462::caption_1"", ""462::caption_2"", ""462::caption_3"", ""462::caption_4""]","[285, 4, 40, 53, 12]","[""22712::caption_4"", ""23945::caption_4"", ""5304::caption_0"", ""462::caption_1"", ""11838::caption_4"", ""22213::caption_4"", ""22712::caption_1"", ""21179::caption_1"", ""18504::caption_0"", ""7575::caption_1""]",rank_2_10
c4_seed_44,44,i2t,478,478::caption_0,1,"[""478::caption_0"", ""478::caption_1"", ""478::caption_2"", ""478::caption_3"", ""478::caption_4""]","[1, 2, 38, 9, 136]","[""478::caption_0"", ""478::caption_1"", ""4768::caption_0"", ""4768::caption_3"", ""4768::caption_2"", ""4768::caption_1"", ""21913::caption_4"", ""18440::caption_1"", ""478::caption_3"", ""5304::caption_3""]",rank_1
c4_seed_44,44,i2t,511,511::caption_1,7,"[""511::caption_0"", ""511::caption_1"", ""511::caption_2"", ""511::caption_3"", ""511::caption_4""]","[69, 7, 706, 33, 65]","[""26923::caption_2"", ""6533::caption_3"", ""6767::caption_0"", ""18384::caption_1"", ""1520::caption_0"", ""24649::caption_4"", ""511::caption_1"", ""1520::caption_1"", ""6533::caption_0"", ""18464::caption_2""]",rank_2_10
c4_seed_44,44,i2t,608,608::caption_2,1,"[""608::caption_0"", ""608::caption_1"", ""608::caption_2"", ""608::caption_3"", ""608::caption_4""]","[18, 9, 1, 3, 6]","[""608::caption_2"", ""12467::caption_1"", ""608::caption_3"", ""7978::caption_2"", ""10947::caption_2"", ""608::caption_4"", ""12467::caption_3"", ""7978::caption_4"", ""608::caption_1"", ""14222::caption_3""]",rank_1
c4_seed_44,44,i2t,610,610::caption_1,1,"[""610::caption_0"", ""610::caption_1"", ""610::caption_2"", ""610::caption_3"", ""610::caption_4""]","[2, 1, 14, 12, 8]","[""610::caption_1"", ""610::caption_0"", ""7454::caption_4"", ""28191::caption_1"", ""28191::caption_3"", ""15296::caption_0"", ""2179::caption_2"", ""610::caption_4"", ""2179::caption_3"", ""7330::caption_1""]",rank_1
c4_seed_44,44,i2t,628,628::caption_2,1,"[""628::caption_0"", ""628::caption_1"", ""628::caption_2"", ""628::caption_3"", ""628::caption_4""]","[6, 2, 1, 3, 4]","[""628::caption_2"", ""628::caption_1"", ""628::caption_3"", ""628::caption_4"", ""8268::caption_3"", ""628::caption_0"", ""6902::caption_0"", ""15795::caption_3"", ""29111::caption_2"", ""19688::caption_3""]",rank_1
c4_seed_44,44,i2t,630,630::caption_0,1,"[""630::caption_0"", ""630::caption_1"", ""630::caption_2"", ""630::caption_3"", ""630::caption_4""]","[1, 5, 6, 2, 3]","[""630::caption_0"", ""630::caption_3"", ""630::caption_4"", ""11401::caption_1"", ""630::caption_1"", ""630::caption_2"", ""5371::caption_4"", ""11401::caption_4"", ""11401::caption_3"", ""11401::caption_0""]",rank_1
c4_seed_44,44,i2t,669,669::caption_2,1,"[""669::caption_0"", ""669::caption_1"", ""669::caption_2"", ""669::caption_3"", ""669::caption_4""]","[3, 2, 1, 5, 27]","[""669::caption_2"", ""669::caption_1"", ""669::caption_0"", ""5447::caption_4"", ""669::caption_3"", ""5447::caption_1"", ""3393::caption_4"", ""5447::caption_2"", ""3393::caption_0"", ""24041::caption_1""]",rank_1
c4_seed_44,44,i2t,681,681::caption_2,23,"[""681::caption_0"", ""681::caption_1"", ""681::caption_2"", ""681::caption_3"", ""681::caption_4""]","[40, 37, 23, 38, 350]","[""17410::caption_3"", ""18504::caption_0"", ""11838::caption_2"", ""11838::caption_4"", ""6055::caption_1"", ""17410::caption_4"", ""21687::caption_4"", ""30420::caption_0"", ""161::caption_4"", ""11838::caption_3""]",outside_top_10
c4_seed_44,44,i2t,694,694::caption_1,1,"[""694::caption_0"", ""694::caption_1"", ""694::caption_2"", ""694::caption_3"", ""694::caption_4""]","[151, 1, 12, 28, 2]","[""694::caption_1"", ""694::caption_4"", ""27606::caption_1"", ""10810::caption_1"", ""25866::caption_0"", ""6666::caption_3"", ""30528::caption_2"", ""10810::caption_2"", ""8268::caption_3"", ""27126::caption_1""]",rank_1
c4_seed_44,44,i2t,762,762::caption_1,1,"[""762::caption_0"", ""762::caption_1"", ""762::caption_2"", ""762::caption_3"", ""762::caption_4""]","[2, 1, 14, 18, 3]","[""762::caption_1"", ""762::caption_0"", ""762::caption_4"", ""8405::caption_2"", ""8405::caption_4"", ""8405::caption_3"", ""8405::caption_1"", ""8405::caption_0"", ""1782::caption_4"", ""3529::caption_2""]",rank_1
c4_seed_44,44,i2t,816,816::caption_3,1,"[""816::caption_0"", ""816::caption_1"", ""816::caption_2"", ""816::caption_3"", ""816::caption_4""]","[10, 9, 8, 1, 4]","[""816::caption_3"", ""1782::caption_1"", ""17309::caption_4"", ""816::caption_4"", ""24755::caption_4"", ""27399::caption_3"", ""161::caption_3"", ""816::caption_2"", ""816::caption_1"", ""816::caption_0""]",rank_1
c4_seed_44,44,i2t,843,843::caption_0,6,"[""843::caption_0"", ""843::caption_1"", ""843::caption_2"", ""843::caption_3"", ""843::caption_4""]","[6, 37, 7, 431, 23]","[""20478::caption_2"", ""23721::caption_1"", ""23721::caption_0"", ""10885::caption_0"", ""19141::caption_2"", ""843::caption_0"", ""843::caption_2"", ""13673::caption_4"", ""20098::caption_1"", ""12993::caption_2""]",rank_2_10
c4_seed_44,44,i2t,900,900::caption_0,1,"[""900::caption_0"", ""900::caption_1"", ""900::caption_2"", ""900::caption_3"", ""900::caption_4""]","[1, 3, 5, 83, 2]","[""900::caption_0"", ""900::caption_4"", ""900::caption_1"", ""26268::caption_4"", ""900::caption_2"", ""26268::caption_2"", ""12784::caption_1"", ""20402::caption_1"", ""14887::caption_1"", ""419::caption_2""]",rank_1
c4_seed_44,44,i2t,949,949::caption_2,1,"[""949::caption_0"", ""949::caption_1"", ""949::caption_2"", ""949::caption_3"", ""949::caption_4""]","[7, 3, 1, 160, 2]","[""949::caption_2"", ""949::caption_4"", ""949::caption_1"", ""26316::caption_3"", ""17956::caption_4"", ""7608::caption_0"", ""949::caption_0"", ""7608::caption_4"", ""17956::caption_3"", ""19063::caption_0""]",rank_1
c4_seed_44,44,i2t,1052,1052::caption_0,1,"[""1052::caption_0"", ""1052::caption_1"", ""1052::caption_2"", ""1052::caption_3"", ""1052::caption_4""]","[1, 14, 6, 7, 5]","[""1052::caption_0"", ""6505::caption_4"", ""1716::caption_2"", ""19875::caption_4"", ""1052::caption_4"", ""1052::caption_2"", ""1052::caption_3"", ""19875::caption_1"", ""18047::caption_3"", ""18047::caption_2""]",rank_1
c4_seed_44,44,i2t,1074,1074::caption_0,1,"[""1074::caption_0"", ""1074::caption_1"", ""1074::caption_2"", ""1074::caption_3"", ""1074::caption_4""]","[1, 3, 11, 2, 13]","[""1074::caption_0"", ""1074::caption_3"", ""1074::caption_1"", ""7151::caption_0"", ""6586::caption_2"", ""4906::caption_4"", ""6586::caption_0"", ""7151::caption_1"", ""6586::caption_1"", ""3096::caption_3""]",rank_1
c4_seed_44,44,i2t,1081,1081::caption_2,1,"[""1081::caption_0"", ""1081::caption_1"", ""1081::caption_2"", ""1081::caption_3"", ""1081::caption_4""]","[7, 25, 1, 5, 6]","[""1081::caption_2"", ""15636::caption_4"", ""6990::caption_2"", ""13978::caption_3"", ""1081::caption_3"", ""1081::caption_4"", ""1081::caption_0"", ""387::caption_1"", ""9273::caption_4"", ""280::caption_4""]",rank_1
c4_seed_44,44,i2t,1089,1089::caption_4,1,"[""1089::caption_0"", ""1089::caption_1"", ""1089::caption_2"", ""1089::caption_3"", ""1089::caption_4""]","[4, 2, 5, 155, 1]","[""1089::caption_4"", ""1089::caption_1"", ""8405::caption_3"", ""1089::caption_0"", ""1089::caption_2"", ""30581::caption_2"", ""8405::caption_4"", ""30581::caption_0"", ""8405::caption_2"", ""7414::caption_3""]",rank_1
c4_seed_44,44,i2t,1102,1102::caption_3,2,"[""1102::caption_0"", ""1102::caption_1"", ""1102::caption_2"", ""1102::caption_3"", ""1102::caption_4""]","[6, 10, 5, 2, 9]","[""30199::caption_4"", ""1102::caption_3"", ""11218::caption_2"", ""5224::caption_3"", ""1102::caption_2"", ""1102::caption_0"", ""26811::caption_1"", ""28721::caption_4"", ""1102::caption_4"", ""1102::caption_1""]",rank_2_10
c4_seed_44,44,i2t,1103,1103::caption_2,1,"[""1103::caption_0"", ""1103::caption_1"", ""1103::caption_2"", ""1103::caption_3"", ""1103::caption_4""]","[4, 31, 1, 67, 57]","[""1103::caption_2"", ""4494::caption_1"", ""20129::caption_1"", ""1103::caption_0"", ""4917::caption_1"", ""4077::caption_4"", ""12784::caption_1"", ""21308::caption_3"", ""4917::caption_3"", ""4494::caption_4""]",rank_1
c4_seed_44,44,i2t,1107,1107::caption_3,1,"[""1107::caption_0"", ""1107::caption_1"", ""1107::caption_2"", ""1107::caption_3"", ""1107::caption_4""]","[10, 6, 2, 1, 3]","[""1107::caption_3"", ""1107::caption_2"", ""1107::caption_4"", ""6171::caption_2"", ""15795::caption_1"", ""1107::caption_1"", ""15795::caption_3"", ""3510::caption_0"", ""24307::caption_3"", ""1107::caption_0""]",rank_1
c4_seed_44,44,i2t,1144,1144::caption_0,1,"[""1144::caption_0"", ""1144::caption_1"", ""1144::caption_2"", ""1144::caption_3"", ""1144::caption_4""]","[1, 11, 3, 4, 9]","[""1144::caption_0"", ""16531::caption_4"", ""1144::caption_2"", ""1144::caption_3"", ""25033::caption_4"", ""27731::caption_0"", ""16531::caption_2"", ""27394::caption_2"", ""1144::caption_4"", ""29614::caption_1""]",rank_1
c4_seed_44,44,i2t,1145,1145::caption_2,1,"[""1145::caption_0"", ""1145::caption_1"", ""1145::caption_2"", ""1145::caption_3"", ""1145::caption_4""]","[76, 98, 1, 8, 2]","[""1145::caption_2"", ""1145::caption_4"", ""28121::caption_3"", ""12784::caption_4"", ""28121::caption_2"", ""21513::caption_4"", ""28352::caption_3"", ""1145::caption_3"", ""4917::caption_3"", ""5680::caption_4""]",rank_1
c4_seed_44,44,i2t,1155,1155::caption_0,4,"[""1155::caption_0"", ""1155::caption_1"", ""1155::caption_2"", ""1155::caption_3"", ""1155::caption_4""]","[4, 5, 14, 13, 6]","[""28009::caption_3"", ""28009::caption_2"", ""28009::caption_0"", ""1155::caption_0"", ""1155::caption_1"", ""1155::caption_4"", ""21377::caption_0"", ""4616::caption_4"", ""14938::caption_1"", ""25571::caption_3""]",rank_2_10
c4_seed_44,44,i2t,1162,1162::caption_2,1,"[""1162::caption_0"", ""1162::caption_1"", ""1162::caption_2"", ""1162::caption_3"", ""1162::caption_4""]","[4, 403, 1, 2, 19]","[""1162::caption_2"", ""1162::caption_3"", ""30385::caption_1"", ""1162::caption_0"", ""18440::caption_2"", ""18440::caption_1"", ""7646::caption_2"", ""1145::caption_1"", ""20878::caption_3"", ""29979::caption_2""]",rank_1
c4_seed_44,44,i2t,1168,1168::caption_2,1,"[""1168::caption_0"", ""1168::caption_1"", ""1168::caption_2"", ""1168::caption_3"", ""1168::caption_4""]","[6, 2, 1, 3, 27]","[""1168::caption_2"", ""1168::caption_1"", ""1168::caption_3"", ""23693::caption_2"", ""17683::caption_0"", ""1168::caption_0"", ""16042::caption_0"", ""12903::caption_0"", ""17683::caption_3"", ""13420::caption_3""]",rank_1
c4_seed_44,44,i2t,1182,1182::caption_1,13,"[""1182::caption_0"", ""1182::caption_1"", ""1182::caption_2"", ""1182::caption_3"", ""1182::caption_4""]","[56, 13, 49, 24, 41]","[""6586::caption_0"", ""3425::caption_0"", ""9578::caption_0"", ""4486::caption_1"", ""7151::caption_4"", ""4053::caption_2"", ""7151::caption_3"", ""6586::caption_1"", ""1074::caption_4"", ""7151::caption_2""]",outside_top_10
c4_seed_44,44,i2t,1209,1209::caption_0,1,"[""1209::caption_0"", ""1209::caption_1"", ""1209::caption_2"", ""1209::caption_3"", ""1209::caption_4""]","[1, 3, 4, 5, 2]","[""1209::caption_0"", ""1209::caption_4"", ""1209::caption_1"", ""1209::caption_2"", ""1209::caption_3"", ""14118::caption_3"", ""26253::caption_1"", ""9724::caption_2"", ""3631::caption_4"", ""11076::caption_3""]",rank_1
c4_seed_44,44,i2t,1212,1212::caption_0,1,"[""1212::caption_0"", ""1212::caption_1"", ""1212::caption_2"", ""1212::caption_3"", ""1212::caption_4""]","[1, 5, 4, 2, 9]","[""1212::caption_0"", ""1212::caption_3"", ""3836::caption_4"", ""1212::caption_2"", ""1212::caption_1"", ""6110::caption_3"", ""6110::caption_1"", ""118::caption_0"", ""1212::caption_4"", ""118::caption_2""]",rank_1
c4_seed_44,44,i2t,1271,1271::caption_3,11,"[""1271::caption_0"", ""1271::caption_1"", ""1271::caption_2"", ""1271::caption_3"", ""1271::caption_4""]","[71, 17, 27, 11, 154]","[""17749::caption_4"", ""5013::caption_4"", ""20138::caption_3"", ""23953::caption_3"", ""2145::caption_2"", ""22736::caption_0"", ""23945::caption_2"", ""19905::caption_2"", ""30999::caption_0"", ""18956::caption_0""]",outside_top_10
c4_seed_44,44,i2t,1286,1286::caption_3,1,"[""1286::caption_0"", ""1286::caption_1"", ""1286::caption_2"", ""1286::caption_3"", ""1286::caption_4""]","[2, 4, 9, 1, 29]","[""1286::caption_3"", ""1286::caption_0"", ""23918::caption_4"", ""1286::caption_1"", ""1478::caption_1"", ""7843::caption_3"", ""23918::caption_1"", ""23918::caption_3"", ""1286::caption_2"", ""20853::caption_3""]",rank_1
c4_seed_44,44,i2t,1293,1293::caption_2,1,"[""1293::caption_0"", ""1293::caption_1"", ""1293::caption_2"", ""1293::caption_3"", ""1293::caption_4""]","[2, 4, 1, 3, 7]","[""1293::caption_2"", ""1293::caption_0"", ""1293::caption_3"", ""1293::caption_1"", ""14388::caption_4"", ""9896::caption_1"", ""1293::caption_4"", ""14388::caption_2"", ""14388::caption_0"", ""14388::caption_1""]",rank_1
c4_seed_44,44,i2t,1351,1351::caption_2,1,"[""1351::caption_0"", ""1351::caption_1"", ""1351::caption_2"", ""1351::caption_3"", ""1351::caption_4""]","[8, 16, 1, 47, 3]","[""1351::caption_2"", ""24490::caption_0"", ""1351::caption_4"", ""24490::caption_2"", ""12275::caption_4"", ""18630::caption_0"", ""25226::caption_0"", ""1351::caption_0"", ""13332::caption_1"", ""9858::caption_3""]",rank_1
c4_seed_44,44,i2t,1365,1365::caption_2,132,"[""1365::caption_0"", ""1365::caption_1"", ""1365::caption_2"", ""1365::caption_3"", ""1365::caption_4""]","[1035, 768, 132, 1085, 341]","[""16650::caption_3"", ""16632::caption_2"", ""26141::caption_2"", ""13261::caption_2"", ""15159::caption_3"", ""26609::caption_0"", ""26141::caption_0"", ""16650::caption_1"", ""17749::caption_3"", ""13261::caption_0""]",outside_top_10
c4_seed_44,44,i2t,1371,1371::caption_2,3,"[""1371::caption_0"", ""1371::caption_1"", ""1371::caption_2"", ""1371::caption_3"", ""1371::caption_4""]","[24, 11, 3, 4, 8]","[""12521::caption_1"", ""12521::caption_0"", ""1371::caption_2"", ""1371::caption_3"", ""6063::caption_4"", ""22291::caption_3"", ""20171::caption_3"", ""1371::caption_4"", ""20171::caption_4"", ""12521::caption_2""]",rank_2_10
c4_seed_44,44,i2t,1378,1378::caption_2,1,"[""1378::caption_0"", ""1378::caption_1"", ""1378::caption_2"", ""1378::caption_3"", ""1378::caption_4""]","[2, 4, 1, 3, 5]","[""1378::caption_2"", ""1378::caption_0"", ""1378::caption_3"", ""1378::caption_1"", ""1378::caption_4"", ""21565::caption_1"", ""21478::caption_2"", ""28009::caption_3"", ""10752::caption_3"", ""4616::caption_4""]",rank_1
c4_seed_44,44,i2t,1382,1382::caption_1,1,"[""1382::caption_0"", ""1382::caption_1"", ""1382::caption_2"", ""1382::caption_3"", ""1382::caption_4""]","[6, 1, 61, 2, 4]","[""1382::caption_1"", ""1382::caption_3"", ""16632::caption_0"", ""1382::caption_4"", ""20711::caption_3"", ""1382::caption_0"", ""387::caption_0"", ""21179::caption_2"", ""19942::caption_1"", ""11032::caption_1""]",rank_1
c4_seed_44,44,i2t,1478,1478::caption_2,1,"[""1478::caption_0"", ""1478::caption_1"", ""1478::caption_2"", ""1478::caption_3"", ""1478::caption_4""]","[3, 10, 1, 5, 2]","[""1478::caption_2"", ""1478::caption_4"", ""1478::caption_0"", ""12507::caption_1"", ""1478::caption_3"", ""23918::caption_3"", ""5711::caption_3"", ""2256::caption_0"", ""26141::caption_3"", ""1478::caption_1""]",rank_1
c4_seed_44,44,i2t,1513,1513::caption_3,1,"[""1513::caption_0"", ""1513::caption_1"", ""1513::caption_2"", ""1513::caption_3"", ""1513::caption_4""]","[10, 4, 3, 1, 2]","[""1513::caption_3"", ""1513::caption_4"", ""1513::caption_2"", ""1513::caption_1"", ""29509::caption_3"", ""22455::caption_1"", ""22455::caption_3"", ""15506::caption_4"", ""1293::caption_1"", ""1513::caption_0""]",rank_1
c4_seed_44,44,i2t,1516,1516::caption_3,5,"[""1516::caption_0"", ""1516::caption_1"", ""1516::caption_2"", ""1516::caption_3"", ""1516::caption_4""]","[48, 33, 84, 5, 19]","[""8555::caption_4"", ""12446::caption_0"", ""1746::caption_1"", ""12446::caption_1"", ""1516::caption_3"", ""13956::caption_4"", ""1746::caption_4"", ""16799::caption_2"", ""12446::caption_4"", ""16220::caption_3""]",rank_2_10
c4_seed_44,44,i2t,1520,1520::caption_1,1,"[""1520::caption_0"", ""1520::caption_1"", ""1520::caption_2"", ""1520::caption_3"", ""1520::caption_4""]","[3, 1, 108, 23, 9]","[""1520::caption_1"", ""14210::caption_0"", ""1520::caption_0"", ""26923::caption_2"", ""14210::caption_4"", ""26923::caption_3"", ""511::caption_0"", ""511::caption_1"", ""1520::caption_4"", ""29609::caption_2""]",rank_1
c4_seed_44,44,i2t,1523,1523::caption_3,3,"[""1523::caption_0"", ""1523::caption_1"", ""1523::caption_2"", ""1523::caption_3"", ""1523::caption_4""]","[5, 6, 53, 3, 12]","[""24150::caption_1"", ""24150::caption_2"", ""1523::caption_3"", ""24150::caption_0"", ""1523::caption_0"", ""1523::caption_1"", ""67::caption_0"", ""67::caption_1"", ""511::caption_4"", ""16526::caption_1""]",rank_2_10
