model,seed,direction,query_id,positive_id,positive_rank,all_positive_ids,all_positive_ranks,top10_retrieved_ids,partition
openclip,,i2t,280,280::caption_3,1,"[""280::caption_0"", ""280::caption_1"", ""280::caption_2"", ""280::caption_3"", ""280::caption_4""]","[9, 4, 10, 1, 8]","[""280::caption_3"", ""4616::caption_2"", ""4616::caption_1"", ""280::caption_1"", ""4616::caption_0"", ""4280::caption_1"", ""4280::caption_4"", ""280::caption_4"", ""280::caption_0"", ""280::caption_2""]",rank_1
openclip,,i2t,282,282::caption_0,1,"[""282::caption_0"", ""282::caption_1"", ""282::caption_2"", ""282::caption_3"", ""282::caption_4""]","[1, 2, 4, 3, 115]","[""282::caption_0"", ""282::caption_1"", ""282::caption_3"", ""282::caption_2"", ""15851::caption_2"", ""21612::caption_3"", ""15851::caption_0"", ""370::caption_1"", ""370::caption_2"", ""13671::caption_4""]",rank_1
openclip,,i2t,293,293::caption_0,1,"[""293::caption_0"", ""293::caption_1"", ""293::caption_2"", ""293::caption_3"", ""293::caption_4""]","[1, 4, 3, 2, 5]","[""293::caption_0"", ""293::caption_3"", ""293::caption_2"", ""293::caption_1"", ""293::caption_4"", ""16590::caption_3"", ""2145::caption_3"", ""25007::caption_0"", ""22936::caption_0"", ""14247::caption_0""]",rank_1
openclip,,i2t,301,301::caption_1,1,"[""301::caption_0"", ""301::caption_1"", ""301::caption_2"", ""301::caption_3"", ""301::caption_4""]","[34, 1, 2, 63, 67]","[""301::caption_1"", ""301::caption_2"", ""12684::caption_3"", ""19180::caption_2"", ""19273::caption_2"", ""16650::caption_2"", ""23499::caption_1"", ""19731::caption_2"", ""23499::caption_0"", ""19804::caption_2""]",rank_1
openclip,,i2t,322,322::caption_4,1,"[""322::caption_0"", ""322::caption_1"", ""322::caption_2"", ""322::caption_3"", ""322::caption_4""]","[29, 4, 2, 17, 1]","[""322::caption_4"", ""322::caption_2"", ""13285::caption_0"", ""322::caption_1"", ""13285::caption_3"", ""26632::caption_4"", ""18692::caption_4"", ""26632::caption_2"", ""13285::caption_4"", ""4561::caption_4""]",rank_1
openclip,,i2t,370,370::caption_0,1,"[""370::caption_0"", ""370::caption_1"", ""370::caption_2"", ""370::caption_3"", ""370::caption_4""]","[1, 2, 4, 6, 5]","[""370::caption_0"", ""370::caption_1"", ""29427::caption_2"", ""370::caption_2"", ""370::caption_4"", ""370::caption_3"", ""22859::caption_1"", ""22859::caption_3"", ""15851::caption_0"", ""13671::caption_3""]",rank_1
openclip,,i2t,377,377::caption_0,3,"[""377::caption_0"", ""377::caption_1"", ""377::caption_2"", ""377::caption_3"", ""377::caption_4""]","[3, 23, 54, 4, 5]","[""18740::caption_4"", ""24925::caption_2"", ""377::caption_0"", ""377::caption_3"", ""377::caption_4"", ""10449::caption_1"", ""24106::caption_3"", ""24217::caption_2"", ""22916::caption_3"", ""9496::caption_2""]",rank_2_10
openclip,,i2t,382,382::caption_1,19,"[""382::caption_0"", ""382::caption_1"", ""382::caption_2"", ""382::caption_3"", ""382::caption_4""]","[21, 19, 220, 36, 153]","[""22747::caption_0"", ""6278::caption_1"", ""7203::caption_1"", ""390::caption_4"", ""11838::caption_1"", ""23721::caption_0"", ""28990::caption_1"", ""6902::caption_3"", ""22638::caption_2"", ""22003::caption_0""]",outside_top_10
openclip,,i2t,387,387::caption_0,1,"[""387::caption_0"", ""387::caption_1"", ""387::caption_2"", ""387::caption_3"", ""387::caption_4""]","[1, 2, 4, 38, 3]","[""387::caption_0"", ""387::caption_1"", ""387::caption_4"", ""387::caption_2"", ""12507::caption_1"", ""16632::caption_2"", ""16650::caption_0"", ""28007::caption_1"", ""10449::caption_4"", ""16650::caption_3""]",rank_1
openclip,,i2t,390,390::caption_0,1,"[""390::caption_0"", ""390::caption_1"", ""390::caption_2"", ""390::caption_3"", ""390::caption_4""]","[1, 2, 22, 3, 30]","[""390::caption_0"", ""390::caption_1"", ""390::caption_3"", ""22639::caption_1"", ""14836::caption_3"", ""5304::caption_4"", ""3969::caption_4"", ""14938::caption_2"", ""10741::caption_4"", ""28126::caption_3""]",rank_1
openclip,,i2t,419,419::caption_0,1,"[""419::caption_0"", ""419::caption_1"", ""419::caption_2"", ""419::caption_3"", ""419::caption_4""]","[1, 4, 2, 3, 11]","[""419::caption_0"", ""419::caption_2"", ""419::caption_3"", ""419::caption_1"", ""10741::caption_0"", ""12984::caption_1"", ""21308::caption_0"", ""21308::caption_2"", ""18440::caption_1"", ""13895::caption_2""]",rank_1
openclip,,i2t,422,422::caption_3,1,"[""422::caption_0"", ""422::caption_1"", ""422::caption_2"", ""422::caption_3"", ""422::caption_4""]","[6, 2, 3, 1, 4]","[""422::caption_3"", ""422::caption_1"", ""422::caption_2"", ""422::caption_4"", ""24443::caption_0"", ""422::caption_0"", ""21221::caption_2"", ""6257::caption_3"", ""22736::caption_2"", ""16469::caption_1""]",rank_1
openclip,,i2t,462,462::caption_1,1,"[""462::caption_0"", ""462::caption_1"", ""462::caption_2"", ""462::caption_3"", ""462::caption_4""]","[2, 1, 3, 5, 9]","[""462::caption_1"", ""462::caption_0"", ""462::caption_2"", ""25208::caption_2"", ""462::caption_3"", ""11838::caption_4"", ""25208::caption_4"", ""25208::caption_3"", ""462::caption_4"", ""11838::caption_2""]",rank_1
openclip,,i2t,478,478::caption_1,1,"[""478::caption_0"", ""478::caption_1"", ""478::caption_2"", ""478::caption_3"", ""478::caption_4""]","[2, 1, 36, 4, 6]","[""478::caption_1"", ""478::caption_0"", ""4768::caption_2"", ""478::caption_3"", ""4768::caption_0"", ""478::caption_4"", ""18440::caption_1"", ""18890::caption_0"", ""1943::caption_2"", ""17030::caption_0""]",rank_1
openclip,,i2t,511,511::caption_3,1,"[""511::caption_0"", ""511::caption_1"", ""511::caption_2"", ""511::caption_3"", ""511::caption_4""]","[208, 3, 5, 1, 4]","[""511::caption_3"", ""1523::caption_3"", ""511::caption_1"", ""511::caption_4"", ""511::caption_2"", ""18384::caption_2"", ""2283::caption_2"", ""67::caption_1"", ""2283::caption_0"", ""28233::caption_0""]",rank_1
openclip,,i2t,608,608::caption_2,2,"[""608::caption_0"", ""608::caption_1"", ""608::caption_2"", ""608::caption_3"", ""608::caption_4""]","[3, 4, 2, 9, 10]","[""7978::caption_2"", ""608::caption_2"", ""608::caption_0"", ""608::caption_1"", ""12467::caption_1"", ""7156::caption_3"", ""12467::caption_2"", ""26253::caption_3"", ""608::caption_3"", ""608::caption_4""]",rank_2_10
openclip,,i2t,610,610::caption_3,1,"[""610::caption_0"", ""610::caption_1"", ""610::caption_2"", ""610::caption_3"", ""610::caption_4""]","[2, 3, 4, 1, 7]","[""610::caption_3"", ""610::caption_0"", ""610::caption_1"", ""610::caption_2"", ""28191::caption_1"", ""28191::caption_0"", ""610::caption_4"", ""6896::caption_1"", ""29277::caption_1"", ""6990::caption_1""]",rank_1
openclip,,i2t,628,628::caption_2,1,"[""628::caption_0"", ""628::caption_1"", ""628::caption_2"", ""628::caption_3"", ""628::caption_4""]","[5, 2, 1, 3, 4]","[""628::caption_2"", ""628::caption_1"", ""628::caption_3"", ""628::caption_4"", ""628::caption_0"", ""12903::caption_1"", ""23283::caption_2"", ""14898::caption_0"", ""7376::caption_3"", ""29839::caption_1""]",rank_1
openclip,,i2t,630,630::caption_3,1,"[""630::caption_0"", ""630::caption_1"", ""630::caption_2"", ""630::caption_3"", ""630::caption_4""]","[2, 4, 5, 1, 3]","[""630::caption_3"", ""630::caption_0"", ""630::caption_4"", ""630::caption_1"", ""630::caption_2"", ""15136::caption_4"", ""11401::caption_4"", ""15136::caption_1"", ""11401::caption_1"", ""11401::caption_3""]",rank_1
openclip,,i2t,669,669::caption_1,1,"[""669::caption_0"", ""669::caption_1"", ""669::caption_2"", ""669::caption_3"", ""669::caption_4""]","[4, 1, 2, 6, 28]","[""669::caption_1"", ""669::caption_2"", ""1520::caption_1"", ""669::caption_0"", ""26923::caption_3"", ""669::caption_3"", ""5447::caption_4"", ""24041::caption_4"", ""1520::caption_3"", ""6542::caption_0""]",rank_1
openclip,,i2t,681,681::caption_4,1,"[""681::caption_0"", ""681::caption_1"", ""681::caption_2"", ""681::caption_3"", ""681::caption_4""]","[5, 3, 11, 23, 1]","[""681::caption_4"", ""27643::caption_1"", ""681::caption_1"", ""30256::caption_2"", ""681::caption_0"", ""30256::caption_0"", ""30420::caption_4"", ""3375::caption_1"", ""30256::caption_3"", ""27643::caption_3""]",rank_1
openclip,,i2t,694,694::caption_1,1,"[""694::caption_0"", ""694::caption_1"", ""694::caption_2"", ""694::caption_3"", ""694::caption_4""]","[3, 1, 67, 12, 5]","[""694::caption_1"", ""8268::caption_3"", ""694::caption_0"", ""24150::caption_4"", ""694::caption_4"", ""6992::caption_0"", ""22182::caption_2"", ""10810::caption_1"", ""20109::caption_4"", ""27834::caption_2""]",rank_1
openclip,,i2t,762,762::caption_0,1,"[""762::caption_0"", ""762::caption_1"", ""762::caption_2"", ""762::caption_3"", ""762::caption_4""]","[1, 4, 2, 6, 5]","[""762::caption_0"", ""762::caption_2"", ""3529::caption_2"", ""762::caption_1"", ""762::caption_4"", ""762::caption_3"", ""8405::caption_4"", ""19165::caption_1"", ""6990::caption_2"", ""1892::caption_0""]",rank_1
openclip,,i2t,816,816::caption_3,1,"[""816::caption_0"", ""816::caption_1"", ""816::caption_2"", ""816::caption_3"", ""816::caption_4""]","[3, 2, 5, 1, 7]","[""816::caption_3"", ""816::caption_1"", ""816::caption_0"", ""7228::caption_1"", ""816::caption_2"", ""7228::caption_3"", ""816::caption_4"", ""16296::caption_0"", ""2476::caption_3"", ""11827::caption_0""]",rank_1
openclip,,i2t,843,843::caption_0,1,"[""843::caption_0"", ""843::caption_1"", ""843::caption_2"", ""843::caption_3"", ""843::caption_4""]","[1, 91, 18, 105, 10]","[""843::caption_0"", ""29272::caption_0"", ""30199::caption_2"", ""23721::caption_0"", ""23721::caption_2"", ""29272::caption_3"", ""25208::caption_3"", ""27217::caption_2"", ""27560::caption_4"", ""843::caption_4""]",rank_1
openclip,,i2t,900,900::caption_0,1,"[""900::caption_0"", ""900::caption_1"", ""900::caption_2"", ""900::caption_3"", ""900::caption_4""]","[1, 6, 9, 4, 5]","[""900::caption_0"", ""419::caption_2"", ""419::caption_3"", ""900::caption_3"", ""900::caption_4"", ""900::caption_1"", ""419::caption_0"", ""1103::caption_3"", ""900::caption_2"", ""4072::caption_4""]",rank_1
openclip,,i2t,949,949::caption_2,1,"[""949::caption_0"", ""949::caption_1"", ""949::caption_2"", ""949::caption_3"", ""949::caption_4""]","[3, 6, 1, 64, 2]","[""949::caption_2"", ""949::caption_4"", ""949::caption_0"", ""19063::caption_0"", ""17835::caption_1"", ""949::caption_1"", ""19441::caption_3"", ""22638::caption_1"", ""7203::caption_0"", ""23693::caption_0""]",rank_1
openclip,,i2t,1052,1052::caption_0,1,"[""1052::caption_0"", ""1052::caption_1"", ""1052::caption_2"", ""1052::caption_3"", ""1052::caption_4""]","[1, 2, 11, 8, 4]","[""1052::caption_0"", ""1052::caption_1"", ""21671::caption_0"", ""1052::caption_4"", ""25295::caption_4"", ""19875::caption_1"", ""20138::caption_2"", ""1052::caption_3"", ""23945::caption_0"", ""20058::caption_4""]",rank_1
openclip,,i2t,1074,1074::caption_3,1,"[""1074::caption_0"", ""1074::caption_1"", ""1074::caption_2"", ""1074::caption_3"", ""1074::caption_4""]","[3, 2, 4, 1, 44]","[""1074::caption_3"", ""1074::caption_1"", ""1074::caption_0"", ""1074::caption_2"", ""6586::caption_2"", ""13351::caption_1"", ""9488::caption_3"", ""16208::caption_4"", ""4906::caption_4"", ""6586::caption_0""]",rank_1
openclip,,i2t,1081,1081::caption_4,2,"[""1081::caption_0"", ""1081::caption_1"", ""1081::caption_2"", ""1081::caption_3"", ""1081::caption_4""]","[39, 77, 18, 10, 2]","[""10724::caption_0"", ""1081::caption_4"", ""12075::caption_1"", ""16726::caption_3"", ""10752::caption_0"", ""11401::caption_3"", ""9038::caption_1"", ""10752::caption_2"", ""630::caption_3"", ""1081::caption_3""]",rank_2_10
openclip,,i2t,1089,1089::caption_4,1,"[""1089::caption_0"", ""1089::caption_1"", ""1089::caption_2"", ""1089::caption_3"", ""1089::caption_4""]","[3, 2, 7, 10, 1]","[""1089::caption_4"", ""1089::caption_1"", ""1089::caption_0"", ""30581::caption_0"", ""26186::caption_0"", ""26335::caption_1"", ""1089::caption_2"", ""19530::caption_3"", ""26186::caption_1"", ""1089::caption_3""]",rank_1
openclip,,i2t,1102,1102::caption_1,2,"[""1102::caption_0"", ""1102::caption_1"", ""1102::caption_2"", ""1102::caption_3"", ""1102::caption_4""]","[8, 2, 6, 10, 7]","[""30149::caption_3"", ""1102::caption_1"", ""30149::caption_1"", ""30149::caption_2"", ""30149::caption_0"", ""1102::caption_2"", ""1102::caption_4"", ""1102::caption_0"", ""30149::caption_4"", ""1102::caption_3""]",rank_2_10
openclip,,i2t,1103,1103::caption_3,1,"[""1103::caption_0"", ""1103::caption_1"", ""1103::caption_2"", ""1103::caption_3"", ""1103::caption_4""]","[30, 27, 46, 1, 3]","[""1103::caption_3"", ""5680::caption_2"", ""1103::caption_4"", ""26268::caption_0"", ""12595::caption_4"", ""12595::caption_3"", ""5680::caption_4"", ""4494::caption_2"", ""4917::caption_3"", ""4494::caption_1""]",rank_1
openclip,,i2t,1107,1107::caption_1,1,"[""1107::caption_0"", ""1107::caption_1"", ""1107::caption_2"", ""1107::caption_3"", ""1107::caption_4""]","[2, 1, 6, 3, 4]","[""1107::caption_1"", ""1107::caption_0"", ""1107::caption_3"", ""1107::caption_4"", ""15795::caption_3"", ""1107::caption_2"", ""3204::caption_3"", ""3204::caption_4"", ""9291::caption_4"", ""15795::caption_1""]",rank_1
openclip,,i2t,1144,1144::caption_0,1,"[""1144::caption_0"", ""1144::caption_1"", ""1144::caption_2"", ""1144::caption_3"", ""1144::caption_4""]","[1, 7, 3, 2, 5]","[""1144::caption_0"", ""1144::caption_3"", ""1144::caption_2"", ""25033::caption_4"", ""1144::caption_4"", ""24885::caption_2"", ""1144::caption_1"", ""28796::caption_4"", ""14896::caption_4"", ""16531::caption_3""]",rank_1
openclip,,i2t,1145,1145::caption_1,1,"[""1145::caption_0"", ""1145::caption_1"", ""1145::caption_2"", ""1145::caption_3"", ""1145::caption_4""]","[89, 1, 8, 9, 37]","[""1145::caption_1"", ""14887::caption_1"", ""28121::caption_0"", ""28121::caption_3"", ""11710::caption_2"", ""28121::caption_4"", ""26781::caption_2"", ""1145::caption_2"", ""1145::caption_3"", ""14887::caption_3""]",rank_1
openclip,,i2t,1155,1155::caption_0,1,"[""1155::caption_0"", ""1155::caption_1"", ""1155::caption_2"", ""1155::caption_3"", ""1155::caption_4""]","[1, 2, 5, 3, 4]","[""1155::caption_0"", ""1155::caption_1"", ""1155::caption_3"", ""1155::caption_4"", ""1155::caption_2"", ""13796::caption_2"", ""28009::caption_0"", ""1081::caption_2"", ""23238::caption_1"", ""6977::caption_3""]",rank_1
openclip,,i2t,1162,1162::caption_3,2,"[""1162::caption_0"", ""1162::caption_1"", ""1162::caption_2"", ""1162::caption_3"", ""1162::caption_4""]","[26, 48, 31, 2, 20]","[""18440::caption_1"", ""1162::caption_3"", ""17216::caption_0"", ""18440::caption_4"", ""4768::caption_4"", ""18440::caption_3"", ""4641::caption_1"", ""17216::caption_2"", ""18440::caption_2"", ""15716::caption_2""]",rank_2_10
openclip,,i2t,1168,1168::caption_3,1,"[""1168::caption_0"", ""1168::caption_1"", ""1168::caption_2"", ""1168::caption_3"", ""1168::caption_4""]","[2, 3, 4, 1, 7]","[""1168::caption_3"", ""1168::caption_0"", ""1168::caption_1"", ""1168::caption_2"", ""6209::caption_4"", ""23693::caption_0"", ""1168::caption_4"", ""23693::caption_4"", ""3434::caption_1"", ""7979::caption_4""]",rank_1
openclip,,i2t,1182,1182::caption_3,4,"[""1182::caption_0"", ""1182::caption_1"", ""1182::caption_2"", ""1182::caption_3"", ""1182::caption_4""]","[24, 5, 15, 4, 9]","[""3425::caption_0"", ""6586::caption_0"", ""7151::caption_2"", ""1182::caption_3"", ""1182::caption_1"", ""1074::caption_4"", ""4486::caption_0"", ""14258::caption_2"", ""1182::caption_4"", ""4486::caption_1""]",rank_2_10
openclip,,i2t,1209,1209::caption_0,1,"[""1209::caption_0"", ""1209::caption_1"", ""1209::caption_2"", ""1209::caption_3"", ""1209::caption_4""]","[1, 2, 17, 4, 7]","[""1209::caption_0"", ""1209::caption_1"", ""17267::caption_0"", ""1209::caption_3"", ""13861::caption_0"", ""14118::caption_0"", ""1209::caption_4"", ""11162::caption_1"", ""13861::caption_1"", ""9724::caption_3""]",rank_1
openclip,,i2t,1212,1212::caption_2,1,"[""1212::caption_0"", ""1212::caption_1"", ""1212::caption_2"", ""1212::caption_3"", ""1212::caption_4""]","[5, 4, 1, 3, 11]","[""1212::caption_2"", ""3836::caption_4"", ""1212::caption_3"", ""1212::caption_1"", ""1212::caption_0"", ""118::caption_4"", ""6110::caption_3"", ""118::caption_2"", ""8605::caption_4"", ""7355::caption_3""]",rank_1
openclip,,i2t,1271,1271::caption_2,1,"[""1271::caption_0"", ""1271::caption_1"", ""1271::caption_2"", ""1271::caption_3"", ""1271::caption_4""]","[3, 4, 1, 2, 14]","[""1271::caption_2"", ""1271::caption_3"", ""1271::caption_0"", ""1271::caption_1"", ""16933::caption_0"", ""7723::caption_2"", ""3510::caption_1"", ""3510::caption_0"", ""17749::caption_4"", ""7723::caption_1""]",rank_1
openclip,,i2t,1286,1286::caption_0,1,"[""1286::caption_0"", ""1286::caption_1"", ""1286::caption_2"", ""1286::caption_3"", ""1286::caption_4""]","[1, 4, 3, 2, 5]","[""1286::caption_0"", ""1286::caption_3"", ""1286::caption_2"", ""1286::caption_1"", ""1286::caption_4"", ""10164::caption_0"", ""23918::caption_3"", ""22038::caption_0"", ""3180::caption_4"", ""5711::caption_4""]",rank_1
openclip,,i2t,1293,1293::caption_0,1,"[""1293::caption_0"", ""1293::caption_1"", ""1293::caption_2"", ""1293::caption_3"", ""1293::caption_4""]","[1, 2, 4, 6, 3]","[""1293::caption_0"", ""1293::caption_1"", ""1293::caption_4"", ""1293::caption_2"", ""1513::caption_1"", ""1293::caption_3"", ""630::caption_3"", ""630::caption_4"", ""1513::caption_0"", ""10801::caption_1""]",rank_1
openclip,,i2t,1351,1351::caption_0,1,"[""1351::caption_0"", ""1351::caption_1"", ""1351::caption_2"", ""1351::caption_3"", ""1351::caption_4""]","[1, 11, 4, 2, 18]","[""1351::caption_0"", ""1351::caption_3"", ""9858::caption_3"", ""1351::caption_2"", ""9858::caption_2"", ""24490::caption_2"", ""10321::caption_1"", ""26141::caption_3"", ""26141::caption_4"", ""9858::caption_1""]",rank_1
openclip,,i2t,1365,1365::caption_1,1,"[""1365::caption_0"", ""1365::caption_1"", ""1365::caption_2"", ""1365::caption_3"", ""1365::caption_4""]","[55, 1, 11, 88, 484]","[""1365::caption_1"", ""9017::caption_0"", ""25732::caption_2"", ""9017::caption_1"", ""20920::caption_3"", ""26578::caption_1"", ""9017::caption_4"", ""20483::caption_4"", ""20401::caption_1"", ""20483::caption_0""]",rank_1
openclip,,i2t,1371,1371::caption_3,2,"[""1371::caption_0"", ""1371::caption_1"", ""1371::caption_2"", ""1371::caption_3"", ""1371::caption_4""]","[12, 41, 31, 2, 23]","[""12521::caption_1"", ""1371::caption_3"", ""4840::caption_4"", ""12521::caption_0"", ""20171::caption_3"", ""4840::caption_0"", ""28430::caption_2"", ""4840::caption_2"", ""20171::caption_1"", ""28430::caption_3""]",rank_2_10
openclip,,i2t,1378,1378::caption_1,1,"[""1378::caption_0"", ""1378::caption_1"", ""1378::caption_2"", ""1378::caption_3"", ""1378::caption_4""]","[4, 1, 2, 11, 9]","[""1378::caption_1"", ""1378::caption_2"", ""10752::caption_4"", ""1378::caption_0"", ""5371::caption_0"", ""24314::caption_3"", ""11401::caption_2"", ""5371::caption_4"", ""1378::caption_4"", ""5371::caption_3""]",rank_1
openclip,,i2t,1382,1382::caption_0,1,"[""1382::caption_0"", ""1382::caption_1"", ""1382::caption_2"", ""1382::caption_3"", ""1382::caption_4""]","[1, 2, 5, 8, 3]","[""1382::caption_0"", ""1382::caption_1"", ""1382::caption_4"", ""24649::caption_0"", ""1382::caption_2"", ""21371::caption_0"", ""4768::caption_4"", ""1382::caption_3"", ""24045::caption_2"", ""1351::caption_0""]",rank_1
openclip,,i2t,1478,1478::caption_2,1,"[""1478::caption_0"", ""1478::caption_1"", ""1478::caption_2"", ""1478::caption_3"", ""1478::caption_4""]","[2, 7, 1, 5, 3]","[""1478::caption_2"", ""1478::caption_0"", ""1478::caption_4"", ""20853::caption_1"", ""1478::caption_3"", ""20853::caption_3"", ""1478::caption_1"", ""4141::caption_3"", ""20284::caption_4"", ""4141::caption_2""]",rank_1
openclip,,i2t,1513,1513::caption_4,1,"[""1513::caption_0"", ""1513::caption_1"", ""1513::caption_2"", ""1513::caption_3"", ""1513::caption_4""]","[3, 5, 2, 4, 1]","[""1513::caption_4"", ""1513::caption_2"", ""1513::caption_0"", ""1513::caption_3"", ""1513::caption_1"", ""24341::caption_1"", ""28126::caption_3"", ""16296::caption_4"", ""12483::caption_3"", ""22455::caption_3""]",rank_1
openclip,,i2t,1516,1516::caption_0,3,"[""1516::caption_0"", ""1516::caption_1"", ""1516::caption_2"", ""1516::caption_3"", ""1516::caption_4""]","[3, 28, 15, 7, 127]","[""16799::caption_0"", ""16799::caption_1"", ""1516::caption_0"", ""7228::caption_0"", ""12446::caption_3"", ""12446::caption_1"", ""1516::caption_3"", ""13956::caption_3"", ""13956::caption_1"", ""13956::caption_2""]",rank_2_10
openclip,,i2t,1520,1520::caption_1,1,"[""1520::caption_0"", ""1520::caption_1"", ""1520::caption_2"", ""1520::caption_3"", ""1520::caption_4""]","[3, 1, 34, 29, 45]","[""1520::caption_1"", ""29609::caption_2"", ""1520::caption_0"", ""26923::caption_1"", ""26923::caption_0"", ""6767::caption_4"", ""2283::caption_1"", ""6767::caption_2"", ""14210::caption_0"", ""1523::caption_3""]",rank_1
openclip,,i2t,1523,1523::caption_3,3,"[""1523::caption_0"", ""1523::caption_1"", ""1523::caption_2"", ""1523::caption_3"", ""1523::caption_4""]","[281, 4, 684, 3, 221]","[""22182::caption_0"", ""26609::caption_2"", ""1523::caption_3"", ""1523::caption_1"", ""27310::caption_2"", ""12684::caption_4"", ""13059::caption_3"", ""20166::caption_4"", ""16526::caption_2"", ""19558::caption_4""]",rank_2_10
openclip,,i2t,1532,1532::caption_1,1,"[""1532::caption_0"", ""1532::caption_1"", ""1532::caption_2"", ""1532::caption_3"", ""1532::caption_4""]","[8, 1, 2, 7, 3]","[""1532::caption_1"", ""1532::caption_2"", ""1532::caption_4"", ""3434::caption_0"", ""3434::caption_4"", ""3434::caption_1"", ""1532::caption_3"", ""1532::caption_0"", ""22712::caption_1"", ""22712::caption_2""]",rank_1
openclip,,i2t,1616,1616::caption_4,1,"[""1616::caption_0"", ""1616::caption_1"", ""1616::caption_2"", ""1616::caption_3"", ""1616::caption_4""]","[2, 7, 5, 3, 1]","[""1616::caption_4"", ""1616::caption_0"", ""1616::caption_3"", ""10449::caption_3"", ""1616::caption_2"", ""12684::caption_4"", ""1616::caption_1"", ""24877::caption_2"", ""20166::caption_3"", ""28590::caption_1""]",rank_1
