model,seed,direction,query_id,positive_id,positive_rank,all_positive_ids,all_positive_ranks,top10_retrieved_ids,partition
c4_seed_42,42,i2t,280,280::caption_3,1,"[""280::caption_0"", ""280::caption_1"", ""280::caption_2"", ""280::caption_3"", ""280::caption_4""]","[5, 6, 21, 1, 2]","[""280::caption_3"", ""280::caption_4"", ""4280::caption_3"", ""1516::caption_4"", ""280::caption_0"", ""280::caption_1"", ""4280::caption_4"", ""4280::caption_0"", ""30485::caption_0"", ""1746::caption_1""]",rank_1
c4_seed_42,42,i2t,282,282::caption_0,1,"[""282::caption_0"", ""282::caption_1"", ""282::caption_2"", ""282::caption_3"", ""282::caption_4""]","[1, 7, 32, 11, 214]","[""282::caption_0"", ""13671::caption_4"", ""21612::caption_3"", ""21612::caption_2"", ""15851::caption_2"", ""15851::caption_4"", ""282::caption_1"", ""29289::caption_0"", ""13671::caption_0"", ""13671::caption_2""]",rank_1
c4_seed_42,42,i2t,293,293::caption_3,1,"[""293::caption_0"", ""293::caption_1"", ""293::caption_2"", ""293::caption_3"", ""293::caption_4""]","[10, 12, 2, 1, 3]","[""293::caption_3"", ""293::caption_2"", ""293::caption_4"", ""13447::caption_0"", ""23785::caption_2"", ""13447::caption_4"", ""29598::caption_4"", ""17828::caption_0"", ""1727::caption_4"", ""293::caption_0""]",rank_1
c4_seed_42,42,i2t,301,301::caption_2,1,"[""301::caption_0"", ""301::caption_1"", ""301::caption_2"", ""301::caption_3"", ""301::caption_4""]","[4, 2, 1, 463, 15]","[""301::caption_2"", ""301::caption_1"", ""19273::caption_2"", ""301::caption_0"", ""25142::caption_4"", ""19731::caption_2"", ""23499::caption_0"", ""16590::caption_4"", ""19273::caption_4"", ""19731::caption_4""]",rank_1
c4_seed_42,42,i2t,322,322::caption_4,10,"[""322::caption_0"", ""322::caption_1"", ""322::caption_2"", ""322::caption_3"", ""322::caption_4""]","[44, 41, 12, 11, 10]","[""26632::caption_4"", ""14392::caption_2"", ""18692::caption_2"", ""14392::caption_1"", ""18692::caption_0"", ""4561::caption_2"", ""4561::caption_1"", ""18692::caption_4"", ""26632::caption_2"", ""322::caption_4""]",rank_2_10
c4_seed_42,42,i2t,370,370::caption_1,1,"[""370::caption_0"", ""370::caption_1"", ""370::caption_2"", ""370::caption_3"", ""370::caption_4""]","[2, 1, 8, 3, 37]","[""370::caption_1"", ""370::caption_0"", ""370::caption_3"", ""22859::caption_3"", ""15129::caption_4"", ""22859::caption_2"", ""13671::caption_3"", ""370::caption_2"", ""17892::caption_3"", ""29964::caption_3""]",rank_1
c4_seed_42,42,i2t,377,377::caption_4,3,"[""377::caption_0"", ""377::caption_1"", ""377::caption_2"", ""377::caption_3"", ""377::caption_4""]","[18, 310, 534, 239, 3]","[""20166::caption_2"", ""11960::caption_3"", ""377::caption_4"", ""24045::caption_0"", ""11960::caption_4"", ""2145::caption_3"", ""20736::caption_3"", ""24666::caption_3"", ""12507::caption_0"", ""10449::caption_3""]",rank_2_10
c4_seed_42,42,i2t,382,382::caption_1,63,"[""382::caption_0"", ""382::caption_1"", ""382::caption_2"", ""382::caption_3"", ""382::caption_4""]","[131, 63, 97, 224, 210]","[""6278::caption_1"", ""17835::caption_4"", ""6282::caption_1"", ""22638::caption_3"", ""6278::caption_4"", ""16414::caption_1"", ""20098::caption_3"", ""13495::caption_4"", ""25226::caption_4"", ""22747::caption_1""]",outside_top_10
c4_seed_42,42,i2t,387,387::caption_0,1,"[""387::caption_0"", ""387::caption_1"", ""387::caption_2"", ""387::caption_3"", ""387::caption_4""]","[1, 2, 185, 41, 12]","[""387::caption_0"", ""387::caption_1"", ""28007::caption_0"", ""6990::caption_2"", ""28007::caption_1"", ""6990::caption_3"", ""12075::caption_1"", ""25993::caption_4"", ""28007::caption_3"", ""5204::caption_1""]",rank_1
c4_seed_42,42,i2t,390,390::caption_3,1,"[""390::caption_0"", ""390::caption_1"", ""390::caption_2"", ""390::caption_3"", ""390::caption_4""]","[9, 2, 3, 1, 5]","[""390::caption_3"", ""390::caption_1"", ""390::caption_2"", ""22638::caption_3"", ""390::caption_4"", ""29884::caption_2"", ""11541::caption_1"", ""28990::caption_4"", ""390::caption_0"", ""16590::caption_3""]",rank_1
c4_seed_42,42,i2t,419,419::caption_0,1,"[""419::caption_0"", ""419::caption_1"", ""419::caption_2"", ""419::caption_3"", ""419::caption_4""]","[1, 2, 27, 26, 23]","[""419::caption_0"", ""419::caption_1"", ""12984::caption_4"", ""18031::caption_4"", ""17683::caption_2"", ""12984::caption_2"", ""14836::caption_1"", ""18031::caption_3"", ""11036::caption_4"", ""20129::caption_3""]",rank_1
c4_seed_42,42,i2t,422,422::caption_3,1,"[""422::caption_0"", ""422::caption_1"", ""422::caption_2"", ""422::caption_3"", ""422::caption_4""]","[4, 6, 15, 1, 5]","[""422::caption_3"", ""24649::caption_3"", ""21221::caption_0"", ""422::caption_0"", ""422::caption_4"", ""422::caption_1"", ""30581::caption_2"", ""24649::caption_1"", ""21221::caption_1"", ""26756::caption_0""]",rank_1
c4_seed_42,42,i2t,462,462::caption_1,27,"[""462::caption_0"", ""462::caption_1"", ""462::caption_2"", ""462::caption_3"", ""462::caption_4""]","[1271, 27, 272, 113, 54]","[""13285::caption_0"", ""21179::caption_1"", ""22213::caption_4"", ""161::caption_0"", ""322::caption_3"", ""22187::caption_4"", ""18692::caption_2"", ""5304::caption_0"", ""13285::caption_3"", ""12483::caption_1""]",outside_top_10
c4_seed_42,42,i2t,478,478::caption_0,1,"[""478::caption_0"", ""478::caption_1"", ""478::caption_2"", ""478::caption_3"", ""478::caption_4""]","[1, 2, 13, 38, 353]","[""478::caption_0"", ""478::caption_1"", ""4768::caption_3"", ""387::caption_1"", ""4768::caption_2"", ""15465::caption_2"", ""4768::caption_0"", ""18440::caption_0"", ""10266::caption_4"", ""3547::caption_2""]",rank_1
c4_seed_42,42,i2t,511,511::caption_1,4,"[""511::caption_0"", ""511::caption_1"", ""511::caption_2"", ""511::caption_3"", ""511::caption_4""]","[78, 4, 282, 23, 27]","[""67::caption_4"", ""1520::caption_4"", ""16552::caption_1"", ""511::caption_1"", ""6533::caption_3"", ""2283::caption_2"", ""1520::caption_1"", ""26923::caption_2"", ""6767::caption_2"", ""67::caption_3""]",rank_2_10
c4_seed_42,42,i2t,608,608::caption_2,2,"[""608::caption_0"", ""608::caption_1"", ""608::caption_2"", ""608::caption_3"", ""608::caption_4""]","[8, 4, 2, 3, 10]","[""12467::caption_1"", ""608::caption_2"", ""608::caption_3"", ""608::caption_1"", ""7978::caption_2"", ""10947::caption_2"", ""14222::caption_3"", ""608::caption_0"", ""12467::caption_3"", ""608::caption_4""]",rank_2_10
c4_seed_42,42,i2t,610,610::caption_1,1,"[""610::caption_0"", ""610::caption_1"", ""610::caption_2"", ""610::caption_3"", ""610::caption_4""]","[3, 1, 27, 19, 8]","[""610::caption_1"", ""2179::caption_2"", ""610::caption_0"", ""15296::caption_0"", ""7454::caption_4"", ""12075::caption_1"", ""7330::caption_1"", ""610::caption_4"", ""7330::caption_0"", ""1727::caption_0""]",rank_1
c4_seed_42,42,i2t,628,628::caption_1,1,"[""628::caption_0"", ""628::caption_1"", ""628::caption_2"", ""628::caption_3"", ""628::caption_4""]","[10, 1, 2, 3, 4]","[""628::caption_1"", ""628::caption_2"", ""628::caption_3"", ""628::caption_4"", ""23283::caption_2"", ""7646::caption_4"", ""29609::caption_0"", ""29111::caption_2"", ""15795::caption_3"", ""628::caption_0""]",rank_1
c4_seed_42,42,i2t,630,630::caption_0,1,"[""630::caption_0"", ""630::caption_1"", ""630::caption_2"", ""630::caption_3"", ""630::caption_4""]","[1, 6, 5, 3, 4]","[""630::caption_0"", ""11401::caption_1"", ""630::caption_3"", ""630::caption_4"", ""630::caption_2"", ""630::caption_1"", ""14388::caption_3"", ""11401::caption_4"", ""5371::caption_4"", ""11401::caption_3""]",rank_1
c4_seed_42,42,i2t,669,669::caption_2,1,"[""669::caption_0"", ""669::caption_1"", ""669::caption_2"", ""669::caption_3"", ""669::caption_4""]","[6, 2, 1, 5, 14]","[""669::caption_2"", ""669::caption_1"", ""5447::caption_4"", ""5447::caption_2"", ""669::caption_3"", ""669::caption_0"", ""3393::caption_1"", ""5447::caption_0"", ""5447::caption_3"", ""3393::caption_0""]",rank_1
c4_seed_42,42,i2t,681,681::caption_2,6,"[""681::caption_0"", ""681::caption_1"", ""681::caption_2"", ""681::caption_3"", ""681::caption_4""]","[7, 20, 6, 14, 477]","[""14821::caption_4"", ""18504::caption_0"", ""28787::caption_0"", ""17410::caption_3"", ""6055::caption_1"", ""681::caption_2"", ""681::caption_0"", ""161::caption_4"", ""11838::caption_2"", ""17410::caption_4""]",rank_2_10
c4_seed_42,42,i2t,694,694::caption_1,1,"[""694::caption_0"", ""694::caption_1"", ""694::caption_2"", ""694::caption_3"", ""694::caption_4""]","[227, 1, 21, 3, 4]","[""694::caption_1"", ""10810::caption_1"", ""694::caption_3"", ""694::caption_4"", ""27606::caption_1"", ""6992::caption_1"", ""16917::caption_4"", ""10810::caption_2"", ""14275::caption_0"", ""25866::caption_0""]",rank_1
c4_seed_42,42,i2t,762,762::caption_0,1,"[""762::caption_0"", ""762::caption_1"", ""762::caption_2"", ""762::caption_3"", ""762::caption_4""]","[1, 2, 17, 13, 3]","[""762::caption_0"", ""762::caption_1"", ""762::caption_4"", ""1782::caption_4"", ""8405::caption_2"", ""8405::caption_4"", ""29277::caption_1"", ""1089::caption_2"", ""1089::caption_0"", ""6990::caption_2""]",rank_1
c4_seed_42,42,i2t,816,816::caption_4,1,"[""816::caption_0"", ""816::caption_1"", ""816::caption_2"", ""816::caption_3"", ""816::caption_4""]","[55, 4, 9, 5, 1]","[""816::caption_4"", ""24755::caption_4"", ""10219::caption_2"", ""816::caption_1"", ""816::caption_3"", ""1782::caption_4"", ""1782::caption_1"", ""16917::caption_4"", ""816::caption_2"", ""27399::caption_3""]",rank_1
c4_seed_42,42,i2t,843,843::caption_2,2,"[""843::caption_0"", ""843::caption_1"", ""843::caption_2"", ""843::caption_3"", ""843::caption_4""]","[5, 46, 2, 244, 3]","[""20478::caption_2"", ""843::caption_2"", ""843::caption_4"", ""19141::caption_2"", ""843::caption_0"", ""19180::caption_2"", ""23721::caption_1"", ""24251::caption_1"", ""19739::caption_0"", ""23968::caption_1""]",rank_2_10
c4_seed_42,42,i2t,900,900::caption_0,1,"[""900::caption_0"", ""900::caption_1"", ""900::caption_2"", ""900::caption_3"", ""900::caption_4""]","[1, 5, 9, 26, 3]","[""900::caption_0"", ""419::caption_2"", ""900::caption_4"", ""3423::caption_4"", ""900::caption_1"", ""12784::caption_1"", ""11190::caption_0"", ""18031::caption_4"", ""900::caption_2"", ""30149::caption_1""]",rank_1
c4_seed_42,42,i2t,949,949::caption_4,1,"[""949::caption_0"", ""949::caption_1"", ""949::caption_2"", ""949::caption_3"", ""949::caption_4""]","[5, 12, 2, 59, 1]","[""949::caption_4"", ""949::caption_2"", ""17956::caption_3"", ""7608::caption_0"", ""949::caption_0"", ""23968::caption_0"", ""7608::caption_4"", ""7376::caption_1"", ""13673::caption_4"", ""19063::caption_0""]",rank_1
c4_seed_42,42,i2t,1052,1052::caption_0,1,"[""1052::caption_0"", ""1052::caption_1"", ""1052::caption_2"", ""1052::caption_3"", ""1052::caption_4""]","[1, 7, 8, 9, 26]","[""1052::caption_0"", ""6505::caption_4"", ""6505::caption_0"", ""29111::caption_2"", ""1716::caption_2"", ""25295::caption_3"", ""1052::caption_1"", ""1052::caption_2"", ""1052::caption_3"", ""5387::caption_4""]",rank_1
c4_seed_42,42,i2t,1074,1074::caption_0,1,"[""1074::caption_0"", ""1074::caption_1"", ""1074::caption_2"", ""1074::caption_3"", ""1074::caption_4""]","[1, 2, 8, 3, 16]","[""1074::caption_0"", ""1074::caption_1"", ""1074::caption_3"", ""4906::caption_4"", ""6586::caption_2"", ""7151::caption_1"", ""3096::caption_3"", ""1074::caption_2"", ""7151::caption_0"", ""5950::caption_3""]",rank_1
c4_seed_42,42,i2t,1081,1081::caption_2,1,"[""1081::caption_0"", ""1081::caption_1"", ""1081::caption_2"", ""1081::caption_3"", ""1081::caption_4""]","[27, 33, 1, 2, 3]","[""1081::caption_2"", ""1081::caption_3"", ""1081::caption_4"", ""13978::caption_0"", ""7414::caption_0"", ""280::caption_4"", ""15636::caption_4"", ""15037::caption_3"", ""5550::caption_4"", ""6990::caption_2""]",rank_1
c4_seed_42,42,i2t,1089,1089::caption_4,1,"[""1089::caption_0"", ""1089::caption_1"", ""1089::caption_2"", ""1089::caption_3"", ""1089::caption_4""]","[12, 3, 5, 143, 1]","[""1089::caption_4"", ""8405::caption_4"", ""1089::caption_1"", ""8405::caption_2"", ""1089::caption_2"", ""30581::caption_0"", ""8405::caption_3"", ""5204::caption_3"", ""5204::caption_1"", ""30581::caption_2""]",rank_1
c4_seed_42,42,i2t,1102,1102::caption_3,1,"[""1102::caption_0"", ""1102::caption_1"", ""1102::caption_2"", ""1102::caption_3"", ""1102::caption_4""]","[8, 2, 6, 1, 10]","[""1102::caption_3"", ""1102::caption_1"", ""30149::caption_2"", ""30199::caption_4"", ""30149::caption_0"", ""1102::caption_2"", ""6557::caption_1"", ""1102::caption_0"", ""5224::caption_3"", ""1102::caption_4""]",rank_1
c4_seed_42,42,i2t,1103,1103::caption_2,3,"[""1103::caption_0"", ""1103::caption_1"", ""1103::caption_2"", ""1103::caption_3"", ""1103::caption_4""]","[4, 9, 3, 62, 77]","[""20129::caption_1"", ""4917::caption_3"", ""1103::caption_2"", ""1103::caption_0"", ""4917::caption_1"", ""14887::caption_3"", ""18127::caption_0"", ""20129::caption_3"", ""1103::caption_1"", ""18952::caption_2""]",rank_2_10
c4_seed_42,42,i2t,1107,1107::caption_3,1,"[""1107::caption_0"", ""1107::caption_1"", ""1107::caption_2"", ""1107::caption_3"", ""1107::caption_4""]","[6, 14, 3, 1, 2]","[""1107::caption_3"", ""1107::caption_4"", ""1107::caption_2"", ""6171::caption_2"", ""25077::caption_2"", ""1107::caption_0"", ""3204::caption_3"", ""3510::caption_0"", ""15795::caption_3"", ""24307::caption_3""]",rank_1
c4_seed_42,42,i2t,1144,1144::caption_2,3,"[""1144::caption_0"", ""1144::caption_1"", ""1144::caption_2"", ""1144::caption_3"", ""1144::caption_4""]","[9, 49, 3, 10, 55]","[""29614::caption_0"", ""27394::caption_2"", ""1144::caption_2"", ""27731::caption_0"", ""24150::caption_4"", ""16531::caption_4"", ""1523::caption_2"", ""14896::caption_3"", ""1144::caption_0"", ""1144::caption_3""]",rank_2_10
c4_seed_42,42,i2t,1145,1145::caption_2,1,"[""1145::caption_0"", ""1145::caption_1"", ""1145::caption_2"", ""1145::caption_3"", ""1145::caption_4""]","[2, 66, 1, 9, 26]","[""1145::caption_2"", ""1145::caption_0"", ""6902::caption_1"", ""6902::caption_2"", ""6902::caption_3"", ""28126::caption_1"", ""28121::caption_3"", ""5680::caption_4"", ""1145::caption_3"", ""3105::caption_2""]",rank_1
c4_seed_42,42,i2t,1155,1155::caption_0,1,"[""1155::caption_0"", ""1155::caption_1"", ""1155::caption_2"", ""1155::caption_3"", ""1155::caption_4""]","[1, 5, 6, 2, 4]","[""1155::caption_0"", ""1155::caption_3"", ""28009::caption_3"", ""1155::caption_4"", ""1155::caption_1"", ""1155::caption_2"", ""25571::caption_3"", ""16726::caption_3"", ""28009::caption_2"", ""28009::caption_1""]",rank_1
c4_seed_42,42,i2t,1162,1162::caption_3,1,"[""1162::caption_0"", ""1162::caption_1"", ""1162::caption_2"", ""1162::caption_3"", ""1162::caption_4""]","[9, 95, 2, 1, 18]","[""1162::caption_3"", ""1162::caption_2"", ""29979::caption_2"", ""2256::caption_1"", ""1943::caption_4"", ""10363::caption_3"", ""7646::caption_2"", ""30385::caption_1"", ""1162::caption_0"", ""20878::caption_3""]",rank_1
c4_seed_42,42,i2t,1168,1168::caption_3,1,"[""1168::caption_0"", ""1168::caption_1"", ""1168::caption_2"", ""1168::caption_3"", ""1168::caption_4""]","[3, 6, 2, 1, 4]","[""1168::caption_3"", ""1168::caption_2"", ""1168::caption_0"", ""1168::caption_4"", ""23693::caption_2"", ""1168::caption_1"", ""23693::caption_1"", ""13420::caption_3"", ""17683::caption_0"", ""22099::caption_3""]",rank_1
c4_seed_42,42,i2t,1182,1182::caption_1,3,"[""1182::caption_0"", ""1182::caption_1"", ""1182::caption_2"", ""1182::caption_3"", ""1182::caption_4""]","[15, 3, 23, 7, 35]","[""3425::caption_0"", ""7151::caption_1"", ""1182::caption_1"", ""7151::caption_3"", ""7151::caption_0"", ""6586::caption_1"", ""1182::caption_3"", ""7151::caption_4"", ""9578::caption_1"", ""9578::caption_0""]",rank_2_10
c4_seed_42,42,i2t,1209,1209::caption_0,1,"[""1209::caption_0"", ""1209::caption_1"", ""1209::caption_2"", ""1209::caption_3"", ""1209::caption_4""]","[1, 3, 17, 8, 2]","[""1209::caption_0"", ""1209::caption_4"", ""1209::caption_1"", ""17267::caption_0"", ""17267::caption_4"", ""14118::caption_1"", ""26253::caption_1"", ""1209::caption_3"", ""9724::caption_2"", ""14118::caption_3""]",rank_1
c4_seed_42,42,i2t,1212,1212::caption_3,1,"[""1212::caption_0"", ""1212::caption_1"", ""1212::caption_2"", ""1212::caption_3"", ""1212::caption_4""]","[5, 3, 4, 1, 6]","[""1212::caption_3"", ""3836::caption_4"", ""1212::caption_1"", ""1212::caption_2"", ""1212::caption_0"", ""1212::caption_4"", ""6110::caption_3"", ""6110::caption_1"", ""118::caption_4"", ""118::caption_0""]",rank_1
c4_seed_42,42,i2t,1271,1271::caption_1,2,"[""1271::caption_0"", ""1271::caption_1"", ""1271::caption_2"", ""1271::caption_3"", ""1271::caption_4""]","[239, 2, 52, 42, 70]","[""22736::caption_0"", ""1271::caption_1"", ""5162::caption_0"", ""17749::caption_4"", ""30999::caption_0"", ""21625::caption_4"", ""4561::caption_0"", ""5304::caption_0"", ""20040::caption_2"", ""21717::caption_1""]",rank_2_10
c4_seed_42,42,i2t,1286,1286::caption_1,1,"[""1286::caption_0"", ""1286::caption_1"", ""1286::caption_2"", ""1286::caption_3"", ""1286::caption_4""]","[3, 1, 5, 2, 14]","[""1286::caption_1"", ""1286::caption_3"", ""1286::caption_0"", ""23918::caption_3"", ""1286::caption_2"", ""23918::caption_1"", ""23918::caption_4"", ""3304::caption_4"", ""7843::caption_3"", ""29598::caption_2""]",rank_1
c4_seed_42,42,i2t,1293,1293::caption_2,1,"[""1293::caption_0"", ""1293::caption_1"", ""1293::caption_2"", ""1293::caption_3"", ""1293::caption_4""]","[2, 3, 1, 6, 4]","[""1293::caption_2"", ""1293::caption_0"", ""1293::caption_1"", ""1293::caption_4"", ""17835::caption_1"", ""1293::caption_3"", ""9896::caption_1"", ""22186::caption_0"", ""14388::caption_4"", ""14388::caption_3""]",rank_1
c4_seed_42,42,i2t,1351,1351::caption_2,1,"[""1351::caption_0"", ""1351::caption_1"", ""1351::caption_2"", ""1351::caption_3"", ""1351::caption_4""]","[3, 2, 1, 16, 9]","[""1351::caption_2"", ""1351::caption_1"", ""1351::caption_0"", ""9858::caption_3"", ""24490::caption_2"", ""10321::caption_0"", ""12275::caption_0"", ""24490::caption_0"", ""1351::caption_4"", ""10321::caption_3""]",rank_1
c4_seed_42,42,i2t,1365,1365::caption_2,46,"[""1365::caption_0"", ""1365::caption_1"", ""1365::caption_2"", ""1365::caption_3"", ""1365::caption_4""]","[551, 303, 46, 690, 78]","[""13261::caption_2"", ""16632::caption_2"", ""11564::caption_3"", ""26141::caption_0"", ""26141::caption_2"", ""30644::caption_4"", ""12507::caption_4"", ""25585::caption_3"", ""16632::caption_4"", ""28169::caption_2""]",outside_top_10
c4_seed_42,42,i2t,1371,1371::caption_2,6,"[""1371::caption_0"", ""1371::caption_1"", ""1371::caption_2"", ""1371::caption_3"", ""1371::caption_4""]","[41, 40, 6, 37, 10]","[""6063::caption_4"", ""12521::caption_1"", ""20171::caption_3"", ""12521::caption_0"", ""7376::caption_4"", ""1371::caption_2"", ""22291::caption_3"", ""22772::caption_3"", ""6230::caption_3"", ""1371::caption_4""]",rank_2_10
c4_seed_42,42,i2t,1378,1378::caption_0,1,"[""1378::caption_0"", ""1378::caption_1"", ""1378::caption_2"", ""1378::caption_3"", ""1378::caption_4""]","[1, 3, 2, 5, 4]","[""1378::caption_0"", ""1378::caption_2"", ""1378::caption_1"", ""1378::caption_4"", ""1378::caption_3"", ""21478::caption_2"", ""21565::caption_1"", ""28009::caption_3"", ""10752::caption_3"", ""11401::caption_3""]",rank_1
c4_seed_42,42,i2t,1382,1382::caption_4,1,"[""1382::caption_0"", ""1382::caption_1"", ""1382::caption_2"", ""1382::caption_3"", ""1382::caption_4""]","[3, 2, 37, 5, 1]","[""1382::caption_4"", ""1382::caption_1"", ""1382::caption_0"", ""21179::caption_2"", ""1382::caption_3"", ""24045::caption_3"", ""387::caption_0"", ""16632::caption_0"", ""20711::caption_3"", ""11032::caption_1""]",rank_1
c4_seed_42,42,i2t,1478,1478::caption_2,1,"[""1478::caption_0"", ""1478::caption_1"", ""1478::caption_2"", ""1478::caption_3"", ""1478::caption_4""]","[2, 28, 1, 5, 13]","[""1478::caption_2"", ""1478::caption_0"", ""23918::caption_3"", ""5711::caption_1"", ""1478::caption_3"", ""23918::caption_2"", ""2605::caption_1"", ""26141::caption_3"", ""2256::caption_4"", ""5711::caption_3""]",rank_1
c4_seed_42,42,i2t,1513,1513::caption_2,1,"[""1513::caption_0"", ""1513::caption_1"", ""1513::caption_2"", ""1513::caption_3"", ""1513::caption_4""]","[24, 4, 1, 2, 3]","[""1513::caption_2"", ""1513::caption_3"", ""1513::caption_4"", ""1513::caption_1"", ""22455::caption_3"", ""1293::caption_1"", ""9451::caption_4"", ""22455::caption_1"", ""28126::caption_3"", ""8777::caption_1""]",rank_1
c4_seed_42,42,i2t,1516,1516::caption_3,2,"[""1516::caption_0"", ""1516::caption_1"", ""1516::caption_2"", ""1516::caption_3"", ""1516::caption_4""]","[53, 76, 95, 2, 6]","[""12446::caption_0"", ""1516::caption_3"", ""12446::caption_1"", ""13956::caption_3"", ""17027::caption_2"", ""1516::caption_4"", ""16799::caption_4"", ""7610::caption_4"", ""26756::caption_3"", ""13956::caption_4""]",rank_2_10
c4_seed_42,42,i2t,1520,1520::caption_1,1,"[""1520::caption_0"", ""1520::caption_1"", ""1520::caption_2"", ""1520::caption_3"", ""1520::caption_4""]","[10, 1, 191, 22, 2]","[""1520::caption_1"", ""1520::caption_4"", ""511::caption_1"", ""14210::caption_4"", ""14210::caption_0"", ""26923::caption_3"", ""67::caption_4"", ""6533::caption_3"", ""511::caption_0"", ""1520::caption_0""]",rank_1
c4_seed_42,42,i2t,1523,1523::caption_1,4,"[""1523::caption_0"", ""1523::caption_1"", ""1523::caption_2"", ""1523::caption_3"", ""1523::caption_4""]","[9, 4, 31, 10, 6]","[""24150::caption_0"", ""24150::caption_1"", ""67::caption_0"", ""1523::caption_1"", ""67::caption_2"", ""1523::caption_4"", ""16526::caption_1"", ""67::caption_1"", ""1523::caption_0"", ""1523::caption_3""]",rank_2_10
