model,seed,direction,query_id,positive_id,positive_rank,all_positive_ids,all_positive_ranks,top10_retrieved_ids,partition
c4_seed_43,43,i2t,301,301::caption_2,1,"[""301::caption_0"", ""301::caption_1"", ""301::caption_2"", ""301::caption_3"", ""301::caption_4""]","[3, 6, 1, 331, 33]","[""301::caption_2"", ""19273::caption_2"", ""301::caption_0"", ""16590::caption_3"", ""16590::caption_4"", ""301::caption_1"", ""22936::caption_0"", ""23499::caption_0"", ""19273::caption_4"", ""25142::caption_4""]",rank_1
c4_seed_43,43,i2t,322,322::caption_3,10,"[""322::caption_0"", ""322::caption_1"", ""322::caption_2"", ""322::caption_3"", ""322::caption_4""]","[69, 24, 25, 10, 27]","[""26632::caption_4"", ""18692::caption_0"", ""14392::caption_2"", ""4561::caption_1"", ""4561::caption_0"", ""14392::caption_4"", ""14392::caption_3"", ""28084::caption_1"", ""4561::caption_2"", ""322::caption_3""]",rank_2_10
c4_seed_43,43,i2t,370,370::caption_1,1,"[""370::caption_0"", ""370::caption_1"", ""370::caption_2"", ""370::caption_3"", ""370::caption_4""]","[5, 1, 25, 2, 28]","[""370::caption_1"", ""370::caption_3"", ""22859::caption_3"", ""22859::caption_1"", ""370::caption_0"", ""22859::caption_2"", ""15851::caption_3"", ""15129::caption_4"", ""22859::caption_4"", ""15851::caption_0""]",rank_1
c4_seed_43,43,i2t,377,377::caption_4,1,"[""377::caption_0"", ""377::caption_1"", ""377::caption_2"", ""377::caption_3"", ""377::caption_4""]","[2, 246, 68, 125, 1]","[""377::caption_4"", ""377::caption_0"", ""20166::caption_2"", ""22916::caption_3"", ""24045::caption_0"", ""16917::caption_0"", ""18182::caption_0"", ""24666::caption_3"", ""10449::caption_3"", ""24045::caption_3""]",rank_1
c4_seed_43,43,i2t,382,382::caption_1,37,"[""382::caption_0"", ""382::caption_1"", ""382::caption_2"", ""382::caption_3"", ""382::caption_4""]","[52, 37, 82, 110, 174]","[""22638::caption_3"", ""20098::caption_2"", ""21295::caption_1"", ""20098::caption_1"", ""20098::caption_3"", ""17835::caption_4"", ""22213::caption_2"", ""19141::caption_2"", ""21295::caption_3"", ""29839::caption_0""]",outside_top_10
c4_seed_43,43,i2t,387,387::caption_0,1,"[""387::caption_0"", ""387::caption_1"", ""387::caption_2"", ""387::caption_3"", ""387::caption_4""]","[1, 2, 119, 44, 6]","[""387::caption_0"", ""387::caption_1"", ""28007::caption_1"", ""6990::caption_3"", ""2326::caption_2"", ""387::caption_4"", ""28007::caption_0"", ""25993::caption_4"", ""17686::caption_4"", ""17926::caption_3""]",rank_1
c4_seed_43,43,i2t,390,390::caption_1,1,"[""390::caption_0"", ""390::caption_1"", ""390::caption_2"", ""390::caption_3"", ""390::caption_4""]","[25, 1, 3, 2, 19]","[""390::caption_1"", ""390::caption_3"", ""390::caption_2"", ""10436::caption_3"", ""20853::caption_3"", ""5162::caption_3"", ""3115::caption_4"", ""5304::caption_4"", ""10266::caption_0"", ""21913::caption_3""]",rank_1
c4_seed_43,43,i2t,419,419::caption_4,6,"[""419::caption_0"", ""419::caption_1"", ""419::caption_2"", ""419::caption_3"", ""419::caption_4""]","[10, 13, 35, 17, 6]","[""5304::caption_4"", ""12984::caption_2"", ""12984::caption_4"", ""11036::caption_3"", ""11036::caption_4"", ""419::caption_4"", ""12984::caption_3"", ""18031::caption_3"", ""14836::caption_1"", ""419::caption_0""]",rank_2_10
c4_seed_43,43,i2t,422,422::caption_3,1,"[""422::caption_0"", ""422::caption_1"", ""422::caption_2"", ""422::caption_3"", ""422::caption_4""]","[19, 13, 17, 1, 14]","[""422::caption_3"", ""22736::caption_3"", ""16103::caption_2"", ""16103::caption_4"", ""30581::caption_2"", ""20361::caption_3"", ""22736::caption_2"", ""21221::caption_2"", ""24649::caption_1"", ""22736::caption_0""]",rank_1
c4_seed_43,43,i2t,462,462::caption_1,57,"[""462::caption_0"", ""462::caption_1"", ""462::caption_2"", ""462::caption_3"", ""462::caption_4""]","[1201, 57, 81, 119, 169]","[""5304::caption_1"", ""22213::caption_4"", ""21179::caption_1"", ""23945::caption_2"", ""25226::caption_1"", ""5304::caption_0"", ""22712::caption_4"", ""21678::caption_2"", ""13654::caption_4"", ""8238::caption_2""]",outside_top_10
c4_seed_43,43,i2t,478,478::caption_0,1,"[""478::caption_0"", ""478::caption_1"", ""478::caption_2"", ""478::caption_3"", ""478::caption_4""]","[1, 2, 7, 12, 132]","[""478::caption_0"", ""478::caption_1"", ""15465::caption_2"", ""4141::caption_4"", ""4768::caption_2"", ""29884::caption_4"", ""478::caption_2"", ""4768::caption_0"", ""18440::caption_0"", ""5304::caption_3""]",rank_1
c4_seed_43,43,i2t,511,511::caption_1,2,"[""511::caption_0"", ""511::caption_1"", ""511::caption_2"", ""511::caption_3"", ""511::caption_4""]","[11, 2, 320, 35, 39]","[""67::caption_4"", ""511::caption_1"", ""26756::caption_2"", ""67::caption_3"", ""67::caption_1"", ""2283::caption_2"", ""18384::caption_0"", ""6533::caption_3"", ""1520::caption_4"", ""29609::caption_2""]",rank_2_10
c4_seed_43,43,i2t,608,608::caption_2,1,"[""608::caption_0"", ""608::caption_1"", ""608::caption_2"", ""608::caption_3"", ""608::caption_4""]","[9, 11, 1, 2, 3]","[""608::caption_2"", ""608::caption_3"", ""608::caption_4"", ""12467::caption_3"", ""7978::caption_4"", ""12467::caption_1"", ""12467::caption_2"", ""26253::caption_1"", ""608::caption_0"", ""7978::caption_2""]",rank_1
c4_seed_43,43,i2t,610,610::caption_1,1,"[""610::caption_0"", ""610::caption_1"", ""610::caption_2"", ""610::caption_3"", ""610::caption_4""]","[2, 1, 19, 17, 5]","[""610::caption_1"", ""610::caption_0"", ""2179::caption_3"", ""2179::caption_2"", ""610::caption_4"", ""17592::caption_1"", ""7330::caption_0"", ""28191::caption_3"", ""2179::caption_1"", ""3995::caption_1""]",rank_1
c4_seed_43,43,i2t,628,628::caption_1,1,"[""628::caption_0"", ""628::caption_1"", ""628::caption_2"", ""628::caption_3"", ""628::caption_4""]","[6, 1, 2, 4, 3]","[""628::caption_1"", ""628::caption_2"", ""628::caption_4"", ""628::caption_3"", ""23283::caption_2"", ""628::caption_0"", ""6902::caption_0"", ""25006::caption_4"", ""22213::caption_1"", ""8238::caption_0""]",rank_1
c4_seed_43,43,i2t,630,630::caption_3,1,"[""630::caption_0"", ""630::caption_1"", ""630::caption_2"", ""630::caption_3"", ""630::caption_4""]","[3, 4, 6, 1, 5]","[""630::caption_3"", ""11401::caption_1"", ""630::caption_0"", ""630::caption_1"", ""630::caption_4"", ""630::caption_2"", ""5371::caption_4"", ""11401::caption_4"", ""11401::caption_0"", ""14388::caption_3""]",rank_1
c4_seed_43,43,i2t,669,669::caption_1,1,"[""669::caption_0"", ""669::caption_1"", ""669::caption_2"", ""669::caption_3"", ""669::caption_4""]","[5, 1, 2, 4, 9]","[""669::caption_1"", ""669::caption_2"", ""5447::caption_4"", ""669::caption_3"", ""669::caption_0"", ""5447::caption_2"", ""5447::caption_3"", ""2605::caption_3"", ""669::caption_4"", ""5447::caption_1""]",rank_1
c4_seed_43,43,i2t,681,681::caption_1,9,"[""681::caption_0"", ""681::caption_1"", ""681::caption_2"", ""681::caption_3"", ""681::caption_4""]","[16, 9, 15, 72, 489]","[""6055::caption_1"", ""18504::caption_0"", ""8039::caption_2"", ""17410::caption_3"", ""11838::caption_0"", ""11838::caption_2"", ""30420::caption_0"", ""30256::caption_1"", ""681::caption_1"", ""28787::caption_4""]",rank_2_10
c4_seed_43,43,i2t,694,694::caption_1,1,"[""694::caption_0"", ""694::caption_1"", ""694::caption_2"", ""694::caption_3"", ""694::caption_4""]","[30, 1, 11, 10, 6]","[""694::caption_1"", ""6666::caption_3"", ""3203::caption_3"", ""6554::caption_4"", ""27606::caption_1"", ""694::caption_4"", ""10810::caption_1"", ""11244::caption_2"", ""30528::caption_0"", ""694::caption_3""]",rank_1
c4_seed_43,43,i2t,762,762::caption_0,1,"[""762::caption_0"", ""762::caption_1"", ""762::caption_2"", ""762::caption_3"", ""762::caption_4""]","[1, 2, 24, 37, 4]","[""762::caption_0"", ""762::caption_1"", ""8405::caption_2"", ""762::caption_4"", ""8405::caption_4"", ""1782::caption_4"", ""3529::caption_1"", ""7228::caption_4"", ""8405::caption_3"", ""5550::caption_3""]",rank_1
c4_seed_43,43,i2t,816,816::caption_3,1,"[""816::caption_0"", ""816::caption_1"", ""816::caption_2"", ""816::caption_3"", ""816::caption_4""]","[19, 60, 63, 1, 3]","[""816::caption_3"", ""18384::caption_3"", ""816::caption_4"", ""24755::caption_4"", ""18384::caption_4"", ""1782::caption_1"", ""16469::caption_2"", ""7228::caption_3"", ""13760::caption_3"", ""7228::caption_1""]",rank_1
c4_seed_43,43,i2t,843,843::caption_0,17,"[""843::caption_0"", ""843::caption_1"", ""843::caption_2"", ""843::caption_3"", ""843::caption_4""]","[17, 27, 26, 451, 83]","[""13673::caption_4"", ""19180::caption_2"", ""23151::caption_0"", ""20478::caption_2"", ""12993::caption_2"", ""10885::caption_1"", ""6666::caption_1"", ""2145::caption_2"", ""22213::caption_0"", ""949::caption_3""]",outside_top_10
c4_seed_43,43,i2t,900,900::caption_0,1,"[""900::caption_0"", ""900::caption_1"", ""900::caption_2"", ""900::caption_3"", ""900::caption_4""]","[1, 2, 10, 39, 6]","[""900::caption_0"", ""900::caption_1"", ""26268::caption_2"", ""14861::caption_2"", ""12784::caption_1"", ""900::caption_4"", ""29589::caption_2"", ""4605::caption_2"", ""5224::caption_2"", ""900::caption_2""]",rank_1
c4_seed_43,43,i2t,949,949::caption_4,1,"[""949::caption_0"", ""949::caption_1"", ""949::caption_2"", ""949::caption_3"", ""949::caption_4""]","[16, 7, 2, 56, 1]","[""949::caption_4"", ""949::caption_2"", ""7608::caption_0"", ""13673::caption_4"", ""17956::caption_3"", ""7608::caption_4"", ""949::caption_1"", ""17835::caption_4"", ""26316::caption_3"", ""8777::caption_3""]",rank_1
c4_seed_43,43,i2t,1052,1052::caption_0,1,"[""1052::caption_0"", ""1052::caption_1"", ""1052::caption_2"", ""1052::caption_3"", ""1052::caption_4""]","[1, 4, 5, 6, 2]","[""1052::caption_0"", ""1052::caption_4"", ""6505::caption_4"", ""1052::caption_1"", ""1052::caption_2"", ""1052::caption_3"", ""5387::caption_4"", ""25295::caption_3"", ""5387::caption_0"", ""6505::caption_0""]",rank_1
c4_seed_43,43,i2t,1074,1074::caption_0,1,"[""1074::caption_0"", ""1074::caption_1"", ""1074::caption_2"", ""1074::caption_3"", ""1074::caption_4""]","[1, 4, 19, 2, 9]","[""1074::caption_0"", ""1074::caption_3"", ""5950::caption_2"", ""1074::caption_1"", ""4906::caption_4"", ""16208::caption_4"", ""6586::caption_2"", ""6586::caption_0"", ""1074::caption_4"", ""4053::caption_2""]",rank_1
c4_seed_43,43,i2t,1081,1081::caption_2,1,"[""1081::caption_0"", ""1081::caption_1"", ""1081::caption_2"", ""1081::caption_3"", ""1081::caption_4""]","[7, 10, 1, 2, 5]","[""1081::caption_2"", ""1081::caption_3"", ""13978::caption_0"", ""26335::caption_2"", ""1081::caption_4"", ""13978::caption_3"", ""1081::caption_0"", ""13978::caption_1"", ""15636::caption_4"", ""1081::caption_1""]",rank_1
c4_seed_43,43,i2t,1089,1089::caption_4,1,"[""1089::caption_0"", ""1089::caption_1"", ""1089::caption_2"", ""1089::caption_3"", ""1089::caption_4""]","[9, 6, 8, 143, 1]","[""1089::caption_4"", ""8405::caption_4"", ""8405::caption_2"", ""30581::caption_0"", ""8405::caption_3"", ""1089::caption_1"", ""30581::caption_2"", ""1089::caption_2"", ""1089::caption_0"", ""5204::caption_1""]",rank_1
c4_seed_43,43,i2t,1102,1102::caption_3,1,"[""1102::caption_0"", ""1102::caption_1"", ""1102::caption_2"", ""1102::caption_3"", ""1102::caption_4""]","[4, 17, 3, 1, 23]","[""1102::caption_3"", ""28721::caption_1"", ""1102::caption_2"", ""1102::caption_0"", ""30199::caption_4"", ""22152::caption_1"", ""30149::caption_2"", ""25295::caption_0"", ""25295::caption_2"", ""28721::caption_4""]",rank_1
c4_seed_43,43,i2t,1103,1103::caption_2,1,"[""1103::caption_0"", ""1103::caption_1"", ""1103::caption_2"", ""1103::caption_3"", ""1103::caption_4""]","[4, 19, 1, 25, 135]","[""1103::caption_2"", ""4917::caption_1"", ""4917::caption_3"", ""1103::caption_0"", ""4917::caption_0"", ""20129::caption_1"", ""3461::caption_4"", ""21513::caption_4"", ""4077::caption_4"", ""29589::caption_2""]",rank_1
c4_seed_43,43,i2t,1107,1107::caption_2,1,"[""1107::caption_0"", ""1107::caption_1"", ""1107::caption_2"", ""1107::caption_3"", ""1107::caption_4""]","[5, 6, 1, 2, 3]","[""1107::caption_2"", ""1107::caption_3"", ""1107::caption_4"", ""3510::caption_0"", ""1107::caption_0"", ""1107::caption_1"", ""6171::caption_2"", ""25077::caption_2"", ""24307::caption_3"", ""15795::caption_3""]",rank_1
c4_seed_43,43,i2t,1144,1144::caption_3,6,"[""1144::caption_0"", ""1144::caption_1"", ""1144::caption_2"", ""1144::caption_3"", ""1144::caption_4""]","[9, 33, 10, 6, 13]","[""16531::caption_4"", ""16531::caption_2"", ""29614::caption_4"", ""29614::caption_0"", ""29614::caption_2"", ""1144::caption_3"", ""27394::caption_0"", ""29614::caption_1"", ""1144::caption_0"", ""1144::caption_2""]",rank_2_10
c4_seed_43,43,i2t,1145,1145::caption_2,1,"[""1145::caption_0"", ""1145::caption_1"", ""1145::caption_2"", ""1145::caption_3"", ""1145::caption_4""]","[5, 77, 1, 7, 17]","[""1145::caption_2"", ""28126::caption_1"", ""6902::caption_1"", ""12614::caption_4"", ""1145::caption_0"", ""12004::caption_1"", ""1145::caption_3"", ""4917::caption_3"", ""28076::caption_1"", ""23238::caption_2""]",rank_1
c4_seed_43,43,i2t,1155,1155::caption_0,6,"[""1155::caption_0"", ""1155::caption_1"", ""1155::caption_2"", ""1155::caption_3"", ""1155::caption_4""]","[6, 14, 42, 101, 16]","[""28009::caption_3"", ""28009::caption_2"", ""15246::caption_4"", ""15246::caption_3"", ""6977::caption_4"", ""1155::caption_0"", ""3953::caption_4"", ""25585::caption_4"", ""28009::caption_0"", ""17114::caption_4""]",rank_2_10
c4_seed_43,43,i2t,1162,1162::caption_3,1,"[""1162::caption_0"", ""1162::caption_1"", ""1162::caption_2"", ""1162::caption_3"", ""1162::caption_4""]","[5, 53, 2, 1, 12]","[""1162::caption_3"", ""1162::caption_2"", ""1943::caption_4"", ""21625::caption_3"", ""1162::caption_0"", ""4271::caption_1"", ""30385::caption_1"", ""29745::caption_3"", ""20878::caption_3"", ""29745::caption_4""]",rank_1
c4_seed_43,43,i2t,1168,1168::caption_3,1,"[""1168::caption_0"", ""1168::caption_1"", ""1168::caption_2"", ""1168::caption_3"", ""1168::caption_4""]","[3, 4, 2, 1, 6]","[""1168::caption_3"", ""1168::caption_2"", ""1168::caption_0"", ""1168::caption_1"", ""13420::caption_3"", ""1168::caption_4"", ""17683::caption_0"", ""16042::caption_0"", ""23693::caption_2"", ""5304::caption_1""]",rank_1
c4_seed_43,43,i2t,1182,1182::caption_1,19,"[""1182::caption_0"", ""1182::caption_1"", ""1182::caption_2"", ""1182::caption_3"", ""1182::caption_4""]","[51, 19, 44, 23, 41]","[""3425::caption_0"", ""7151::caption_1"", ""9578::caption_0"", ""9578::caption_1"", ""15967::caption_3"", ""6586::caption_0"", ""9578::caption_2"", ""7151::caption_3"", ""15967::caption_0"", ""1074::caption_4""]",outside_top_10
c4_seed_43,43,i2t,1209,1209::caption_0,1,"[""1209::caption_0"", ""1209::caption_1"", ""1209::caption_2"", ""1209::caption_3"", ""1209::caption_4""]","[1, 3, 4, 5, 2]","[""1209::caption_0"", ""1209::caption_4"", ""1209::caption_1"", ""1209::caption_2"", ""1209::caption_3"", ""17267::caption_0"", ""26253::caption_1"", ""9758::caption_2"", ""9724::caption_2"", ""17267::caption_4""]",rank_1
c4_seed_43,43,i2t,1212,1212::caption_3,1,"[""1212::caption_0"", ""1212::caption_1"", ""1212::caption_2"", ""1212::caption_3"", ""1212::caption_4""]","[6, 4, 9, 1, 8]","[""1212::caption_3"", ""3836::caption_4"", ""6110::caption_3"", ""1212::caption_1"", ""118::caption_0"", ""1212::caption_0"", ""6110::caption_1"", ""1212::caption_4"", ""1212::caption_2"", ""118::caption_4""]",rank_1
c4_seed_43,43,i2t,1271,1271::caption_0,47,"[""1271::caption_0"", ""1271::caption_1"", ""1271::caption_2"", ""1271::caption_3"", ""1271::caption_4""]","[47, 52, 119, 57, 111]","[""17749::caption_4"", ""19905::caption_2"", ""20138::caption_3"", ""7646::caption_0"", ""7646::caption_1"", ""23953::caption_3"", ""23693::caption_4"", ""23219::caption_3"", ""23194::caption_4"", ""20109::caption_1""]",outside_top_10
c4_seed_43,43,i2t,1286,1286::caption_3,1,"[""1286::caption_0"", ""1286::caption_1"", ""1286::caption_2"", ""1286::caption_3"", ""1286::caption_4""]","[2, 3, 7, 1, 11]","[""1286::caption_3"", ""1286::caption_0"", ""1286::caption_1"", ""23918::caption_3"", ""7843::caption_3"", ""23918::caption_4"", ""1286::caption_2"", ""23918::caption_1"", ""1478::caption_1"", ""5711::caption_4""]",rank_1
c4_seed_43,43,i2t,1293,1293::caption_2,1,"[""1293::caption_0"", ""1293::caption_1"", ""1293::caption_2"", ""1293::caption_3"", ""1293::caption_4""]","[2, 6, 1, 4, 3]","[""1293::caption_2"", ""1293::caption_0"", ""1293::caption_4"", ""1293::caption_3"", ""14388::caption_4"", ""1293::caption_1"", ""14388::caption_3"", ""14388::caption_2"", ""22186::caption_1"", ""14388::caption_1""]",rank_1
c4_seed_43,43,i2t,1351,1351::caption_2,1,"[""1351::caption_0"", ""1351::caption_1"", ""1351::caption_2"", ""1351::caption_3"", ""1351::caption_4""]","[3, 6, 1, 28, 4]","[""1351::caption_2"", ""10321::caption_3"", ""1351::caption_0"", ""1351::caption_4"", ""12275::caption_4"", ""1351::caption_1"", ""24490::caption_2"", ""10321::caption_0"", ""10321::caption_1"", ""25226::caption_1""]",rank_1
c4_seed_43,43,i2t,1365,1365::caption_4,99,"[""1365::caption_0"", ""1365::caption_1"", ""1365::caption_2"", ""1365::caption_3"", ""1365::caption_4""]","[1130, 384, 157, 477, 99]","[""11564::caption_3"", ""16632::caption_2"", ""16650::caption_3"", ""26141::caption_2"", ""26141::caption_0"", ""25585::caption_3"", ""11564::caption_1"", ""12507::caption_4"", ""15159::caption_3"", ""1943::caption_4""]",outside_top_10
c4_seed_43,43,i2t,1371,1371::caption_2,6,"[""1371::caption_0"", ""1371::caption_1"", ""1371::caption_2"", ""1371::caption_3"", ""1371::caption_4""]","[50, 12, 6, 9, 7]","[""6063::caption_4"", ""12521::caption_1"", ""12521::caption_0"", ""203::caption_4"", ""12521::caption_2"", ""1371::caption_2"", ""1371::caption_4"", ""6230::caption_3"", ""1371::caption_3"", ""12521::caption_4""]",rank_2_10
c4_seed_43,43,i2t,1378,1378::caption_3,1,"[""1378::caption_0"", ""1378::caption_1"", ""1378::caption_2"", ""1378::caption_3"", ""1378::caption_4""]","[2, 3, 4, 1, 5]","[""1378::caption_3"", ""1378::caption_0"", ""1378::caption_1"", ""1378::caption_2"", ""1378::caption_4"", ""21478::caption_2"", ""21565::caption_1"", ""5371::caption_0"", ""10752::caption_3"", ""9819::caption_3""]",rank_1
c4_seed_43,43,i2t,1382,1382::caption_1,1,"[""1382::caption_0"", ""1382::caption_1"", ""1382::caption_2"", ""1382::caption_3"", ""1382::caption_4""]","[3, 1, 33, 4, 2]","[""1382::caption_1"", ""1382::caption_4"", ""1382::caption_0"", ""1382::caption_3"", ""21179::caption_2"", ""24045::caption_3"", ""20711::caption_3"", ""16632::caption_0"", ""10449::caption_2"", ""25226::caption_0""]",rank_1
c4_seed_43,43,i2t,1478,1478::caption_2,1,"[""1478::caption_0"", ""1478::caption_1"", ""1478::caption_2"", ""1478::caption_3"", ""1478::caption_4""]","[2, 6, 1, 3, 7]","[""1478::caption_2"", ""1478::caption_0"", ""1478::caption_3"", ""23918::caption_3"", ""23918::caption_2"", ""1478::caption_1"", ""1478::caption_4"", ""5711::caption_3"", ""5711::caption_1"", ""13347::caption_3""]",rank_1
c4_seed_43,43,i2t,1513,1513::caption_3,1,"[""1513::caption_0"", ""1513::caption_1"", ""1513::caption_2"", ""1513::caption_3"", ""1513::caption_4""]","[5, 4, 3, 1, 2]","[""1513::caption_3"", ""1513::caption_4"", ""1513::caption_2"", ""1513::caption_1"", ""1513::caption_0"", ""1293::caption_1"", ""22455::caption_3"", ""24341::caption_1"", ""27381::caption_2"", ""10219::caption_1""]",rank_1
c4_seed_43,43,i2t,1516,1516::caption_3,4,"[""1516::caption_0"", ""1516::caption_1"", ""1516::caption_2"", ""1516::caption_3"", ""1516::caption_4""]","[29, 35, 112, 4, 6]","[""12446::caption_0"", ""16799::caption_2"", ""12446::caption_1"", ""1516::caption_3"", ""7610::caption_4"", ""1516::caption_4"", ""18384::caption_1"", ""13956::caption_4"", ""16799::caption_4"", ""1746::caption_1""]",rank_2_10
c4_seed_43,43,i2t,1520,1520::caption_1,1,"[""1520::caption_0"", ""1520::caption_1"", ""1520::caption_2"", ""1520::caption_3"", ""1520::caption_4""]","[2, 1, 259, 23, 4]","[""1520::caption_1"", ""1520::caption_0"", ""511::caption_1"", ""1520::caption_4"", ""26923::caption_3"", ""26923::caption_2"", ""511::caption_0"", ""29609::caption_2"", ""27394::caption_3"", ""4734::caption_2""]",rank_1
c4_seed_43,43,i2t,1523,1523::caption_1,1,"[""1523::caption_0"", ""1523::caption_1"", ""1523::caption_2"", ""1523::caption_3"", ""1523::caption_4""]","[2, 1, 16, 8, 23]","[""1523::caption_1"", ""1523::caption_0"", ""67::caption_1"", ""26609::caption_4"", ""24150::caption_0"", ""16526::caption_2"", ""16526::caption_1"", ""1523::caption_3"", ""67::caption_0"", ""24150::caption_1""]",rank_1
